clip,knn_dist,support_density,category,category_mass,duration_s
KIT_9_walking_run05_poses_100_jpos,1.4717,0.00054,dynamic,0.0193,4.56
GRAB_s6_train_pass_1,1.2106,0.00889,locomotion,0.5266,8.22
BMLhandball_S09_Novice_Trial_upper_left_209_poses_120_jpos,1.1681,0.00200,quiet,0.4474,8.30
Eyes_Japan_Dataset_kawaguchi_throw_toss-17-pass_to_back_light-kawaguchi_poses_120_jpos,1.9941,0.00026,quiet,0.4474,19.92
KIT_572_jump_right03_poses_100_jpos,1.6251,0.00028,locomotion,0.5266,5.28
BMLhandball_S09_Novice_Trial_upper_right_left_181_poses_120_jpos,1.5793,0.00078,quiet,0.4474,9.12
GRAB_s3_hand_pass_1,0.8691,0.02698,locomotion,0.5266,7.32
KIT_3_kneel_up_with_left_hand05_poses_100_jpos,1.4301,0.00085,ground,0.0067,3.86
KIT_317_walking_run09_poses_100_jpos,0.9514,0.00113,dynamic,0.0193,4.00
CMU_132_132_43_poses_120_jpos,1.1863,0.00609,locomotion,0.5266,6.70
CMU_30_30_09_poses_120_jpos,1.3167,0.00657,quiet,0.4474,31.32
KIT_379_push_recovery_front01_poses_100_jpos,1.4150,0.00095,locomotion,0.5266,4.00
BMLmovi_Subject_53_F_MoSh_Subject_53_F_3_poses_120_jpos,1.3712,0.00986,quiet,0.4474,5.18
KIT_167_walking_run08_poses_100_jpos,0.8882,0.00125,dynamic,0.0193,4.36
ACCAD_MartialArtsWalksTurns_c3d_E2_-_Turn_around_left_poses_120_jpos,1.7909,0.00113,quiet,0.4474,13.08
BMLhandball_S05_Novice_Trial_upper_left_right_013_poses_120_jpos,1.6717,0.00077,locomotion,0.5266,6.90
KIT_425_step_over_gap05_poses_100_jpos,0.8457,0.01742,locomotion,0.5266,5.68
CMU_132_132_19_poses_120_jpos,1.8149,0.00010,dynamic,0.0193,2.26
KIT_379_push_recovery_stand_right07_poses_100_jpos,1.2988,0.00161,locomotion,0.5266,3.50
KIT_183_walking_run02_poses_100_jpos,0.8150,0.00138,dynamic,0.0193,4.20
CMU_18_19_Justin_18_15_poses_120_jpos,2.4274,0.00008,quiet,0.4474,12.80
KIT_183_walking_run06_poses_100_jpos,1.1272,0.00083,dynamic,0.0193,3.66
BMLhandball_S06_Novice_Trial_upper_right_217_poses_120_jpos,1.3633,0.00615,locomotion,0.5266,8.22
KIT_3_turn_right10_poses_100_jpos,0.9398,0.01422,locomotion,0.5266,5.18
CMU_63_63_27_poses_120_jpos,1.0416,0.02358,quiet,0.4474,4.74
KIT_379_push_recovery_back10_poses_100_jpos,1.8965,0.00018,dynamic,0.0193,4.00
KIT_421_push_recovery_front02_poses_100_jpos,1.0454,0.00903,locomotion,0.5266,7.50
BMLmovi_Subject_32_F_MoSh_Subject_32_F_19_poses_120_jpos,1.7667,0.00063,quiet,0.4474,5.70
BMLmovi_Subject_72_F_MoSh_Subject_72_F_5_poses_120_jpos,1.6463,0.00065,quiet,0.4474,6.38
KIT_3_walking_fast05_poses_100_jpos,1.1477,0.00438,dynamic,0.0193,3.78
CMU_02_02_08_poses_120_jpos,1.8086,0.00079,locomotion,0.5266,12.50
KIT_379_push_recovery_stand_left10_poses_100_jpos,2.3306,0.00004,locomotion,0.5266,2.76
Eyes_Japan_Dataset_shiono_gesture_etc-35-west_side-shiono_poses_120_jpos,1.0615,0.01339,locomotion,0.5266,30.00
HUMAN4D_Subject3_Medhi_RGB_TalkingWalking_S3_01_poses_120_jpos,3.2248,0.00000,locomotion,0.5266,24.48
KIT_378_push_recovery_front04_poses_100_jpos,1.0012,0.00812,locomotion,0.5266,7.00
ACCAD_MartialArtsWalksTurns_c3d_E1_-_Turn_around_right_poses_120_jpos,1.4052,0.00577,quiet,0.4474,14.36
CMU_06_06_01_poses_120_jpos,1.1299,0.00581,locomotion,0.5266,4.12
GRAB_s3_airplane_offhand_1,1.5794,0.00101,locomotion,0.5266,8.24
KIT_167_walking_run10_poses_100_jpos,1.1359,0.00077,dynamic,0.0193,4.88
CMU_83_83_15_poses_120_jpos,1.3036,0.00616,locomotion,0.5266,4.36
BMLmovi_Subject_36_F_MoSh_Subject_36_F_21_poses_120_jpos,1.5881,0.00162,quiet,0.4474,4.34
KIT_359_bend_left06_poses_100_jpos,1.2267,0.00280,locomotion,0.5266,4.20
KIT_11_WalkInCounterClockwiseCircle05_poses_100_jpos,1.0847,0.00543,locomotion,0.5266,6.96
ACCAD_Male2MartialArtsStances_c3d_D15_-_switch_stance_poses_120_jpos,1.3900,0.00569,quiet,0.4474,3.06
CMU_83_83_34_poses_120_jpos,1.4630,0.00136,locomotion,0.5266,8.06
KIT_167_parkour06_poses_100_jpos,1.0990,0.00567,locomotion,0.5266,8.70
KIT_3_throw_left02_poses_100_jpos,2.1510,0.00011,locomotion,0.5266,4.76
KIT_3_kneel_up_from_crawl02_poses_100_jpos,2.5113,0.00004,ground,0.0067,4.46
BMLhandball_S07_Expert_Trial_upper_left_right_037_poses_120_jpos,1.3440,0.00206,quiet,0.4474,13.32
KIT_317_walking_run03_poses_100_jpos,0.8176,0.00145,dynamic,0.0193,3.48
KIT_183_walking_run07_poses_100_jpos,1.4802,0.00036,dynamic,0.0193,3.82
SSM_synced_20161014_50033_ATUSquat_sync_poses_120_jpos,3.9848,0.00000,quiet,0.4474,2.14
KIT_425_walking_fast02_poses_100_jpos,1.4270,0.00201,dynamic,0.0193,4.22
KIT_291_push_recovery_left07_poses_100_jpos,1.2398,0.00877,locomotion,0.5266,6.22
CMU_123_123_10_poses_120_jpos,0.9851,0.01223,locomotion,0.5266,6.66
BMLhandball_S09_Novice_Trial_upper_left_188_poses_120_jpos,1.1303,0.00222,quiet,0.4474,8.80
BMLhandball_S09_Novice_Trial_upper_left_right_087_poses_120_jpos,1.3980,0.00166,quiet,0.4474,10.46
CMU_37_37_01_poses_120_jpos,1.3597,0.00149,locomotion,0.5266,4.26
CMU_54_54_21_poses_120_jpos,1.3236,0.00429,locomotion,0.5266,58.24
BMLhandball_S05_Novice_Trial_upper_left_right_007_poses_120_jpos,1.8423,0.00039,quiet,0.4474,6.94
KIT_425_walking_01_poses_100_jpos,2.0216,0.00011,locomotion,0.5266,6.60
CMU_105_105_35_poses_120_jpos,1.2892,0.00849,locomotion,0.5266,25.44
CMU_118_118_10_poses_120_jpos,1.4931,0.00039,locomotion,0.5266,4.36
CMU_118_118_19_poses_120_jpos,1.7901,0.00018,locomotion,0.5266,5.10
CMU_136_136_06_poses_120_jpos,1.5170,0.00273,locomotion,0.5266,7.86
BMLmovi_Subject_69_F_MoSh_Subject_69_F_1_poses_120_jpos,1.2219,0.00183,locomotion,0.5266,14.44
KIT_348_parkour01_poses_100_jpos,1.1562,0.00822,locomotion,0.5266,12.12
KIT_4_WalkInClockwiseCircle10_poses_100_jpos,1.3279,0.00182,locomotion,0.5266,7.78
KIT_379_push_recovery_stand_right01_poses_100_jpos,1.3350,0.00292,locomotion,0.5266,5.50
BMLmovi_Subject_67_F_MoSh_Subject_67_F_21_poses_120_jpos,1.1005,0.00703,locomotion,0.5266,11.24
DFaust_67_50009_50009_light_hopping_stiff_poses_60_jpos,3.9124,0.00000,quiet,0.4474,4.22
CMU_143_143_20_poses_60_jpos,1.6159,0.00294,locomotion,0.5266,10.84
KIT_425_walking_medium03_poses_100_jpos,1.2526,0.00498,locomotion,0.5266,4.54
CMU_138_138_23_poses_120_jpos,2.0098,0.00022,locomotion,0.5266,3.82
KIT_314_turn_left04_poses_100_jpos,1.2256,0.00166,locomotion,0.5266,4.32
KIT_421_push_recovery_left06_poses_100_jpos,1.0829,0.00677,locomotion,0.5266,5.26
CMU_136_136_02_poses_120_jpos,1.1639,0.00554,locomotion,0.5266,7.16
KIT_379_push_recovery_front06_poses_100_jpos,1.2892,0.00175,locomotion,0.5266,6.00
BMLhandball_S07_Expert_Trial_upper_left_082_poses_120_jpos,1.6396,0.00090,locomotion,0.5266,8.82
KIT_167_turn_left04_poses_100_jpos,1.3485,0.00580,locomotion,0.5266,5.42
CMU_38_38_02_poses_120_jpos,1.9369,0.00015,dynamic,0.0193,3.50
ACCAD_MartialArtsWalksTurns_c3d_E17_-_block_middle_high_poses_120_jpos,1.9182,0.00086,locomotion,0.5266,2.54
CMU_12_12_02_poses_120_jpos,1.4111,0.00163,locomotion,0.5266,5.60
CMU_114_114_06_poses_120_jpos,1.8271,0.00048,locomotion,0.5266,8.52
BMLhandball_S08_Novice_Trial_upper_left_082_poses_120_jpos,1.7395,0.00057,quiet,0.4474,12.96
BMLmovi_Subject_17_F_MoSh_Subject_17_F_14_poses_120_jpos,1.3619,0.01000,locomotion,0.5266,6.84
KIT_314_turn_right10_poses_100_jpos,1.1649,0.00194,locomotion,0.5266,4.40
CMU_77_77_30_poses_60_jpos,1.2106,0.00873,locomotion,0.5266,21.00
BMLmovi_Subject_41_F_MoSh_Subject_41_F_16_poses_120_jpos,2.5923,0.00003,quiet,0.4474,3.70
BMLmovi_Subject_81_F_MoSh_Subject_81_F_15_poses_120_jpos,1.4642,0.00056,quiet,0.4474,3.88
CMU_55_55_18_poses_120_jpos,2.0935,0.00015,locomotion,0.5266,44.90
HUMAN4D_Subject4_Carine_RGB_BasketBall_S4_01_poses_120_jpos,3.5708,0.00000,locomotion,0.5266,17.26
CMU_114_114_09_poses_120_jpos,1.5327,0.00118,locomotion,0.5266,18.98
CMU_133_133_23_poses_120_jpos,1.4608,0.00325,locomotion,0.5266,7.06
CMU_122_122_55_poses_120_jpos,2.0461,0.00046,locomotion,0.5266,6.14
ACCAD_Male2MartialArtsStances_c3d_D5_-_ready_to_walk_away_poses_120_jpos,2.0083,0.00013,dynamic,0.0193,4.46
CMU_07_07_01_poses_120_jpos,2.3336,0.00005,dynamic,0.0193,2.64
KIT_167_parkour05_poses_100_jpos,0.9817,0.01162,locomotion,0.5266,8.86
BMLhandball_S09_Novice_Trial_upper_right_left_176_poses_120_jpos,1.4624,0.00084,quiet,0.4474,11.76
KIT_359_turn_right03_poses_100_jpos,1.4851,0.00117,locomotion,0.5266,5.72
KIT_183_turn_right08_poses_100_jpos,1.2698,0.00245,locomotion,0.5266,4.80
BMLmovi_Subject_72_F_MoSh_Subject_72_F_6_poses_120_jpos,1.4294,0.00339,quiet,0.4474,4.74
KIT_359_turn_left02_poses_100_jpos,1.5066,0.00100,locomotion,0.5266,5.04
KIT_317_turn_right05_poses_100_jpos,1.1324,0.00424,locomotion,0.5266,4.74
BMLmovi_Subject_15_F_MoSh_Subject_15_F_16_poses_120_jpos,0.9821,0.01119,locomotion,0.5266,9.04
BMLmovi_Subject_8_F_MoSh_Subject_8_F_15_poses_120_jpos,1.7499,0.00019,quiet,0.4474,3.94
CMU_114_114_13_poses_120_jpos,1.1095,0.00879,locomotion,0.5266,26.10
BMLhandball_S09_Novice_Trial_upper_left_219_poses_120_jpos,1.3556,0.00135,quiet,0.4474,8.40
BMLmovi_Subject_83_F_MoSh_Subject_83_F_19_poses_120_jpos,2.1437,0.00020,quiet,0.4474,5.38
KIT_348_parkour05_poses_100_jpos,1.2163,0.00324,locomotion,0.5266,10.46
CMU_137_137_13_poses_120_jpos,1.2784,0.00564,locomotion,0.5266,24.70
CMU_106_106_11_poses_60_jpos,1.9723,0.00039,locomotion,0.5266,11.42
Eyes_Japan_Dataset_takiguchi_walk-05-backward-takiguchi_poses_120_jpos,1.2929,0.00543,locomotion,0.5266,20.00
CMU_40_40_02_poses_120_jpos,1.0304,0.01384,locomotion,0.5266,41.62
KIT_513_parkour01_poses_100_jpos,0.9924,0.00783,locomotion,0.5266,11.32
CMU_30_30_13_poses_120_jpos,1.7779,0.00129,quiet,0.4474,16.38
CMU_84_84_01_poses_60_jpos,1.3206,0.01302,locomotion,0.5266,7.72
CMU_22_23_justin_22_12_poses_120_jpos,2.2899,0.00015,locomotion,0.5266,2.54
CMU_55_55_12_poses_120_jpos,1.5047,0.00175,locomotion,0.5266,17.30
CMU_108_108_11_poses_120_jpos,2.6676,0.00000,dynamic,0.0193,2.04
CMU_122_122_01_poses_120_jpos,2.0908,0.00028,locomotion,0.5266,5.28
CMU_77_77_04_poses_60_jpos,1.6713,0.00153,quiet,0.4474,14.70
Eyes_Japan_Dataset_hamada_pose-04-drank-hamada_poses_120_jpos,0.9594,0.02069,locomotion,0.5266,29.76
CMU_60_60_15_poses_60_jpos,1.5030,0.00385,locomotion,0.5266,35.66
BMLhandball_S09_Novice_Trial_upper_right_left_118_poses_120_jpos,1.7897,0.00050,quiet,0.4474,9.28
CMU_139_139_15_poses_60_jpos,1.5589,0.00110,locomotion,0.5266,17.96
BMLhandball_S07_Expert_Trial_upper_right_210_poses_120_jpos,1.5407,0.00103,locomotion,0.5266,11.64
Eyes_Japan_Dataset_aita_accident-08-damage_rightfoot-aita_poses_120_jpos,1.9663,0.00022,locomotion,0.5266,30.00
Transitions_mocap_mazen_c3d_punchkarate_kick_poses_120_jpos,3.2082,0.00001,locomotion,0.5266,8.56
CMU_132_132_22_poses_120_jpos,2.0711,0.00006,dynamic,0.0193,3.10
KIT_378_push_recovery_right05_poses_100_jpos,1.5438,0.00122,locomotion,0.5266,6.50
BMLmovi_Subject_36_F_MoSh_Subject_36_F_12_poses_120_jpos,1.3865,0.00274,locomotion,0.5266,9.84
CMU_39_39_05_poses_120_jpos,2.2311,0.00011,dynamic,0.0193,3.34
HUMAN4D_Subject3_4_Carine_INF_Dancing_S3S4_01_poses_120_jpos,3.7615,0.00000,locomotion,0.5266,20.24
Eyes_Japan_Dataset_kaiwa_jump-03-vertical-kaiwa_poses_120_jpos,4.3477,0.00000,locomotion,0.5266,30.00
KIT_379_push_recovery_left08_poses_100_jpos,1.5283,0.00146,locomotion,0.5266,5.76
CMU_137_137_08_poses_120_jpos,1.3546,0.00473,locomotion,0.5266,16.16
Eyes_Japan_Dataset_hamada_turn-05-turn-hamada_poses_120_jpos,1.9233,0.00016,locomotion,0.5266,30.00
CMU_83_83_16_poses_120_jpos,1.7739,0.00104,locomotion,0.5266,4.26
BMLmovi_Subject_39_F_MoSh_Subject_39_F_18_poses_120_jpos,2.0512,0.00018,locomotion,0.5266,5.88
CMU_84_84_05_poses_60_jpos,1.5090,0.00116,locomotion,0.5266,5.38
CMU_143_143_38_poses_60_jpos,1.4369,0.00474,locomotion,0.5266,21.94
CMU_79_79_01_poses_60_jpos,1.8670,0.00036,quiet,0.4474,9.76
CMU_144_144_17_poses_120_jpos,2.8705,0.00000,locomotion,0.5266,23.50
BMLmovi_Subject_51_F_MoSh_Subject_51_F_5_poses_120_jpos,1.8738,0.00033,ground,0.0067,5.70
BMLmovi_Subject_55_F_MoSh_Subject_55_F_21_poses_120_jpos,1.3822,0.00181,locomotion,0.5266,8.28
CMU_83_83_49_poses_120_jpos,2.0970,0.00014,dynamic,0.0193,3.80
BMLmovi_Subject_3_F_MoSh_Subject_3_F_7_poses_120_jpos,1.5527,0.00277,locomotion,0.5266,4.48
SSM_synced_20160330_03333_side_hopping_poses_59_jpos,1.8539,0.00033,locomotion,0.5266,8.44
Transitions_mocap_mazen_c3d_airkick_turntwist180_poses_120_jpos,2.2391,0.00014,locomotion,0.5266,8.00
CMU_36_36_18_poses_120_jpos,1.8405,0.00092,locomotion,0.5266,35.86
BMLmovi_Subject_27_F_MoSh_Subject_27_F_5_poses_120_jpos,3.1757,0.00000,ground,0.0067,10.58
BMLmovi_Subject_31_F_MoSh_Subject_31_F_21_poses_120_jpos,1.4186,0.00054,quiet,0.4474,5.78
Eyes_Japan_Dataset_hamada_walk-17-push_by_back-hamada_poses_120_jpos,1.1614,0.01000,locomotion,0.5266,30.00
CMU_36_36_04_poses_120_jpos,2.1491,0.00070,locomotion,0.5266,31.06
BMLmovi_Subject_39_F_MoSh_Subject_39_F_14_poses_120_jpos,1.1460,0.00491,locomotion,0.5266,3.20
KIT_359_turn_right08_poses_100_jpos,1.8343,0.00028,locomotion,0.5266,5.48
CMU_83_83_53_poses_120_jpos,5.3143,0.00000,quiet,0.4474,4.50
CMU_120_120_07_poses_120_jpos,2.3217,0.00006,locomotion,0.5266,9.28
CMU_15_15_01_poses_120_jpos,1.0872,0.00757,locomotion,0.5266,46.04
CMU_74_74_05_poses_60_jpos,1.4289,0.00142,locomotion,0.5266,5.38
CMU_06_06_14_poses_120_jpos,2.6836,0.00001,locomotion,0.5266,4.00
ACCAD_MartialArtsWalksTurns_c3d_E3_-_advance_poses_120_jpos,1.8697,0.00034,locomotion,0.5266,6.36
CMU_144_144_28_poses_120_jpos,2.2130,0.00019,locomotion,0.5266,19.06
BMLmovi_Subject_62_F_MoSh_Subject_62_F_3_poses_120_jpos,1.7912,0.00018,quiet,0.4474,4.80
CMU_18_19_Justin_18_07_poses_120_jpos,1.9997,0.00022,locomotion,0.5266,2.42
Eyes_Japan_Dataset_kanno_accident-11-fall_down-kanno_poses_120_jpos,2.0596,0.00043,locomotion,0.5266,29.76
CMU_54_54_22_poses_120_jpos,1.2649,0.00696,locomotion,0.5266,21.12
CMU_132_132_53_poses_120_jpos,1.5849,0.00104,locomotion,0.5266,54.18
BMLmovi_Subject_39_F_MoSh_Subject_39_F_6_poses_120_jpos,1.8003,0.00026,quiet,0.4474,4.58
BMLmovi_Subject_27_F_MoSh_Subject_27_F_17_poses_120_jpos,1.2757,0.00786,locomotion,0.5266,9.88
CMU_17_17_09_poses_120_jpos,1.1553,0.00882,locomotion,0.5266,50.66
KIT_167_parkour03_poses_100_jpos,1.5477,0.00182,locomotion,0.5266,7.04
Eyes_Japan_Dataset_hamada_accident-08-damage_rightfoot-hamada_poses_120_jpos,1.3216,0.00501,locomotion,0.5266,29.76
BMLmovi_Subject_31_F_MoSh_Subject_31_F_8_poses_120_jpos,2.3373,0.00005,quiet,0.4474,5.54
DFaust_67_50025_50025_punching_poses_60_jpos,2.9363,0.00000,quiet,0.4474,3.32
SFU_0018_0018_Walking001_poses_120_jpos,2.0355,0.00029,dynamic,0.0193,17.76
CMU_55_55_01_poses_120_jpos,1.6615,0.00180,locomotion,0.5266,15.06
BMLmovi_Subject_48_F_MoSh_Subject_48_F_18_poses_120_jpos,1.1814,0.00300,locomotion,0.5266,10.30
Transitions_mocap_mazen_c3d_airkick_jumpingtwist360_poses_120_jpos,4.5586,0.00000,locomotion,0.5266,7.10
Transitions_mocap_mazen_c3d_devishdance_longjump_poses_120_jpos,3.4586,0.00000,locomotion,0.5266,10.22
DFaust_67_50002_50002_light_hopping_loose_poses_60_jpos,3.5920,0.00000,quiet,0.4474,3.90
Eyes_Japan_Dataset_kanno_gesture_etc-41-mosh-kanno_poses_120_jpos,1.2595,0.00511,locomotion,0.5266,33.62
Eyes_Japan_Dataset_yamaoka_tennis-01-forehand-yamaoka_poses_120_jpos,2.6305,0.00001,locomotion,0.5266,24.80
DFaust_67_50004_50004_shake_hips_poses_60_jpos,4.9406,0.00000,quiet,0.4474,3.56
CMU_133_133_04_poses_120_jpos,2.4409,0.00008,dynamic,0.0193,6.52
BMLmovi_Subject_22_F_MoSh_Subject_22_F_1_poses_120_jpos,1.2050,0.00308,locomotion,0.5266,9.74
Eyes_Japan_Dataset_aita_sitdown_standup-16-reseat-aita_poses_120_jpos,2.1451,0.00046,locomotion,0.5266,30.00
SFU_0015_0015_KendoKata001_poses_120_jpos,3.1805,0.00000,locomotion,0.5266,155.90
BMLmovi_Subject_31_F_MoSh_Subject_31_F_4_poses_120_jpos,1.7158,0.00152,locomotion,0.5266,3.54
CMU_60_60_09_poses_60_jpos,2.7034,0.00002,locomotion,0.5266,42.90
CMU_102_102_20_poses_120_jpos,6.8596,0.00000,dynamic,0.0193,5.06
Eyes_Japan_Dataset_hamada_walk-10-shoulder_bag-hamada_poses_120_jpos,1.3898,0.00437,locomotion,0.5266,30.00
BMLmovi_Subject_48_F_MoSh_Subject_48_F_16_poses_120_jpos,3.4759,0.00000,ground,0.0067,10.44
CMU_20_21_rory1_20_08_poses_120_jpos,2.2228,0.00012,locomotion,0.5266,1.78
BMLmovi_Subject_74_F_MoSh_Subject_74_F_20_poses_120_jpos,1.7261,0.00061,dynamic,0.0193,8.24
CMU_108_108_13_poses_120_jpos,3.8501,0.00000,dynamic,0.0193,1.30
CMU_144_144_05_poses_120_jpos,2.1399,0.00012,locomotion,0.5266,23.22
CMU_143_143_01_poses_60_jpos,3.9403,0.00001,dynamic,0.0193,1.66
CMU_91_91_17_poses_120_jpos,2.1399,0.00010,dynamic,0.0193,12.66
CMU_105_105_11_poses_120_jpos,1.3920,0.00337,locomotion,0.5266,15.52
Eyes_Japan_Dataset_aita_walk-23-shuffle_oneleg-aita_poses_120_jpos,1.9081,0.00040,locomotion,0.5266,30.00
CMU_131_131_12_poses_120_jpos,2.7840,0.00002,locomotion,0.5266,6.40
Eyes_Japan_Dataset_aita_walk-05-backward-aita_poses_120_jpos,1.4154,0.00373,locomotion,0.5266,30.00
BMLmovi_Subject_24_F_MoSh_Subject_24_F_12_poses_120_jpos,2.0903,0.00028,locomotion,0.5266,4.90
CMU_63_63_09_poses_120_jpos,3.5078,0.00000,locomotion,0.5266,3.76
BMLmovi_Subject_58_F_MoSh_Subject_58_F_3_poses_120_jpos,1.3585,0.00708,locomotion,0.5266,9.50
BMLmovi_Subject_13_F_MoSh_Subject_13_F_9_poses_120_jpos,1.4951,0.00345,locomotion,0.5266,7.60
DFaust_67_50009_50009_one_leg_loose_poses_60_jpos,1.9580,0.00009,quiet,0.4474,2.98
BMLmovi_Subject_1_F_MoSh_Subject_1_F_13_poses_120_jpos,1.6811,0.00088,locomotion,0.5266,5.70
CMU_13_13_32_poses_120_jpos,3.1541,0.00000,locomotion,0.5266,2.80
Eyes_Japan_Dataset_hamada_walk-02-drank-hamada_poses_120_jpos,1.3920,0.00272,locomotion,0.5266,30.00
BMLmovi_Subject_53_F_MoSh_Subject_53_F_20_poses_120_jpos,2.1493,0.00010,dynamic,0.0193,8.70
CMU_91_91_12_poses_120_jpos,1.5031,0.00259,locomotion,0.5266,18.52
BMLmovi_Subject_15_F_MoSh_Subject_15_F_14_poses_120_jpos,2.6806,0.00001,dynamic,0.0193,8.00
ACCAD_Male2MartialArtsStances_c3d_D16_-_switch_stance_and_bounce_poses_120_jpos,2.3220,0.00012,locomotion,0.5266,4.90
CMU_82_82_07_poses_120_jpos,1.8236,0.00050,locomotion,0.5266,9.98
BMLmovi_Subject_20_F_MoSh_Subject_20_F_8_poses_120_jpos,3.5635,0.00000,quiet,0.4474,3.84
BMLmovi_Subject_3_F_MoSh_Subject_3_F_6_poses_120_jpos,3.8713,0.00000,quiet,0.4474,2.74
BMLmovi_Subject_11_F_MoSh_Subject_11_F_11_poses_120_jpos,2.5314,0.00002,locomotion,0.5266,4.60
CMU_108_108_20_poses_120_jpos,4.1144,0.00000,dynamic,0.0193,2.32
CMU_143_143_09_poses_60_jpos,6.0214,0.00000,locomotion,0.5266,9.08
CMU_91_91_11_poses_120_jpos,1.5318,0.00258,locomotion,0.5266,15.52
CMU_78_78_31_poses_120_jpos,3.1385,0.00001,locomotion,0.5266,6.66
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,4.1744,0.00000,quiet,0.4474,2.88
ACCAD_Male2MartialArtsKicks_c3d_G3_-_front_kick_poses_120_jpos,3.7866,0.00000,locomotion,0.5266,2.30
CMU_138_138_25_poses_120_jpos,2.2952,0.00006,locomotion,0.5266,2.98
CMU_16_16_35_poses_120_jpos,3.6925,0.00001,dynamic,0.0193,1.36
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,1.8024,0.00065,locomotion,0.5266,29.76
CMU_127_127_16_poses_120_jpos,4.8192,0.00000,dynamic,0.0193,2.16
Transitions_mocap_mazen_c3d_twistdance_walk_poses_120_jpos,3.8070,0.00000,locomotion,0.5266,8.20
CMU_135_135_02_poses_120_jpos,5.6406,0.00000,locomotion,0.5266,43.36
BMLmovi_Subject_3_F_MoSh_Subject_3_F_18_poses_120_jpos,3.6369,0.00000,locomotion,0.5266,4.48
