name,frames,duration_s,fps,com_speed_mean,com_speed_p95,com_height_range,com_height_std,angmom_mean,angmom_peak,joint_vel_p95,joint_vel_max,jerk_p95,flight_phase_frac,nonfoot_contact_frac,nonfoot_ground_frac,double_support_frac,foot_clearance_p1,foot_clearance_p50,foot_penetration_max,body_penetration_max,contact_switch_rate,support_margin_mean,support_margin_min,required_mu_p50,required_mu_p95,vert_force_bw_p95,vert_force_bw_max,cop_margin_mean,cop_margin_min
CMU_91_91_18_poses_120_jpos,1401,28.02,50.0,0.299,0.6764,0.0353,0.0063,0.557,2.6058,0.9951,5.031,975.87,0.7702,0.0,0.0,0.01,-0.00013,0.02918,0.00477,0.00477,1.1064,-0.4015,-0.5,0.0566,0.1504,1.0792,1.2755,-0.0801,-0.319
CMU_91_91_19_poses_120_jpos,785,15.7,50.0,0.5211,0.9958,0.091,0.0226,1.2789,3.8872,3.3586,12.1468,2024.99,0.465,0.0,0.0,0.2153,-0.0,0.01823,0.00243,0.00243,4.0127,-0.2671,-0.5,0.1147,0.2936,1.4778,2.017,-0.0742,-0.2758
CMU_91_91_20_poses_120_jpos,1156,23.12,50.0,0.3574,0.8073,0.0449,0.0103,0.6181,2.4362,1.113,5.6259,1091.83,0.6825,0.0,0.0,0.1176,-6e-05,0.02856,0.00145,0.00145,0.692,-0.3568,-0.5,0.0614,0.1679,1.0994,1.2644,-0.0548,-0.348
CMU_91_91_21_poses_120_jpos,1613,32.26,50.0,0.2568,0.4907,0.0525,0.008,0.5777,1.9263,0.7837,5.4783,961.98,0.4005,0.0,0.0,0.1209,-0.0004,0.01834,0.00199,0.00199,1.7979,-0.2403,-0.5,0.0463,0.1313,1.0748,1.1691,-0.0796,-0.3087
CMU_91_91_22_poses_120_jpos,878,17.56,50.0,0.4819,1.1372,0.0672,0.0083,0.7334,2.926,2.0604,8.2131,1412.64,0.6287,0.0,0.0,0.2141,-0.00015,0.02678,0.0008,0.0008,1.0251,-0.3308,-0.5,0.0917,0.2319,1.1412,1.2905,-0.0513,-0.1703
CMU_91_91_23_poses_120_jpos,1112,22.24,50.0,0.3881,0.8248,0.0465,0.0092,0.705,2.2527,1.7486,7.5709,1456.61,0.2959,0.0,0.0,0.1358,-1e-05,0.01521,0.00059,0.00059,4.5863,-0.2051,-0.5,0.0736,0.1788,1.2244,1.503,-0.0888,-0.3505
CMU_91_91_24_poses_120_jpos,1585,31.7,50.0,0.2683,0.6385,0.0868,0.0154,0.7169,2.8175,1.1822,8.217,1041.73,0.8259,0.0,0.0,0.0315,-0.00035,0.03981,0.00443,0.00443,0.347,-0.4225,-0.5,0.0564,0.148,1.1284,1.4459,-0.0624,-0.2944
CMU_91_91_25_poses_120_jpos,1307,26.14,50.0,0.3134,0.6874,0.0757,0.0157,0.7203,2.5207,1.3494,8.1638,1190.09,0.9518,0.0,0.0,0.0,-0.00118,0.05246,0.00672,0.00672,0.306,-0.4876,-0.5,0.0805,0.2123,1.1554,1.4322,-0.3257,-0.4566
CMU_91_91_26_poses_120_jpos,868,17.36,50.0,0.4599,0.8638,0.0466,0.0086,0.7219,2.9101,1.2616,6.1284,1078.91,0.8053,0.0,0.0,0.0,3e-05,0.03807,0.00262,0.00262,0.1728,-0.4186,-0.5,0.0714,0.1776,1.1187,1.2981,-0.0774,-0.2613
CMU_91_91_27_poses_120_jpos,1206,24.12,50.0,0.3532,0.6652,0.0356,0.0064,0.6651,2.1812,1.2432,5.6181,1048.27,0.4643,0.0,0.0,0.0307,-0.00017,0.01921,0.00216,0.00216,2.4461,-0.2786,-0.5,0.0585,0.1408,1.1184,1.3587,-0.0964,-0.3543
CMU_91_91_28_poses_120_jpos,1378,27.56,50.0,0.3167,0.5978,0.0448,0.0089,0.9495,3.8071,1.5975,6.9197,1160.65,0.5094,0.0,0.0,0.0595,-0.00041,0.02042,0.00511,0.00511,2.3948,-0.2912,-0.5,0.0664,0.1548,1.0959,1.3483,-0.0857,-0.3178
CMU_91_91_29_poses_120_jpos,909,18.18,50.0,0.4504,0.8491,0.0368,0.0074,0.7455,3.123,1.5354,7.5297,1086.57,0.5644,0.0,0.0,0.0902,0.00014,0.0214,0.00283,0.00283,3.3553,-0.3121,-0.5,0.069,0.1695,1.2035,1.4279,-0.0767,-0.2894
CMU_91_91_30_poses_120_jpos,1308,26.16,50.0,0.3074,0.6209,0.0468,0.0072,0.6462,2.3843,1.1744,5.5863,1126.56,0.4633,0.0,0.0,0.2339,-0.00019,0.01842,0.00152,0.00152,1.7584,-0.2683,-0.5,0.0564,0.1485,1.0857,1.305,-0.086,-0.4084
CMU_91_91_31_poses_120_jpos,830,16.6,50.0,0.4956,0.8765,0.0434,0.0074,0.7285,2.284,1.5064,6.1367,1121.52,0.5542,0.0,0.0,0.0819,-1e-05,0.02095,0.0015,0.0015,3.0723,-0.3157,-0.5,0.0758,0.1631,1.1516,1.3256,-0.0931,-0.3204
CMU_91_91_32_poses_120_jpos,1552,31.04,50.0,0.2673,0.5939,0.0477,0.008,0.5754,1.8879,0.8687,6.2216,895.54,0.7178,0.0,0.0,0.1482,0.0002,0.02919,0.00364,0.00364,0.9343,-0.3775,-0.5,0.0518,0.1323,1.0643,1.2235,-0.0732,-0.3284
CMU_91_91_33_poses_120_jpos,1124,22.48,50.0,0.3788,0.6586,0.0803,0.0177,1.2181,3.9672,2.1499,10.4334,1414.34,0.782,0.0,0.0,0.0311,-0.0001,0.03262,0.00119,0.00119,0.9786,-0.414,-0.5,0.0912,0.2438,1.2203,1.4954,-0.109,-0.3596
CMU_91_91_34_poses_120_jpos,920,18.4,50.0,0.4369,0.9166,0.0408,0.0079,0.6891,2.3991,1.5298,6.337,1215.75,0.4304,0.0,0.0,0.2217,1e-05,0.01756,0.00065,0.00065,2.663,-0.2572,-0.5,0.0612,0.1732,1.0825,1.1996,-0.0839,-0.6334
CMU_91_91_35_poses_120_jpos,1272,25.44,50.0,0.3265,0.7704,0.041,0.0076,0.5949,3.1461,1.3392,6.3063,997.2,0.4355,0.0,0.0,0.2005,1e-05,0.01863,0.0021,0.0021,2.7516,-0.2568,-0.5,0.0614,0.1797,1.1022,1.2109,-0.0798,-0.3534
CMU_91_91_36_poses_120_jpos,370,7.4,50.0,0.5394,0.8756,0.0355,0.0087,0.6502,1.3713,1.639,5.9204,1160.28,0.1432,0.0,0.0,0.2919,0.0,0.01194,0.00018,0.00018,3.3784,-0.1269,-0.5,0.0682,0.168,1.2045,1.4506,-0.0759,-0.3619
CMU_91_91_37_poses_120_jpos,131,2.62,50.0,0.2009,0.5236,0.3962,0.1004,0.6449,2.3242,3.0008,18.5107,2594.61,0.6031,0.0,0.0,0.3511,-0.0,0.03193,7e-05,7e-05,3.4351,-0.3192,-0.5,0.0901,0.353,1.9427,2.8539,-0.0499,-0.2625
CMU_91_91_38_poses_120_jpos,191,3.82,50.0,0.1224,0.4832,0.3669,0.0731,0.4314,1.8266,1.8951,16.4189,1543.79,0.3717,0.0,0.0,0.6178,-0.0,0.01243,0.00024,0.00024,1.0471,-0.2009,-0.5,0.0357,0.2832,1.8535,3.2603,-0.0312,-0.1099
CMU_91_91_39_poses_120_jpos,186,3.72,50.0,0.3094,1.0781,0.5008,0.1169,0.7135,4.064,4.9024,47.4723,2857.05,0.7043,0.0,0.0,0.2903,0.0,0.0321,0.00018,0.00018,0.8065,-0.3697,-0.5,0.0749,0.7572,1.8506,2.7687,-0.0694,-0.1704
CMU_91_91_40_poses_120_jpos,195,3.9,50.0,0.351,1.3611,0.4887,0.1236,0.6913,4.116,4.6305,21.846,3377.97,0.7026,0.0,0.0,0.2923,0.0,0.04382,0.00208,0.00208,0.7692,-0.3573,-0.5,0.0809,0.8961,1.6129,3.0948,-0.0574,-0.2508
CMU_91_91_41_poses_120_jpos,210,4.2,50.0,0.4,1.6818,0.5139,0.1186,1.026,5.7419,4.3335,36.94,2785.63,0.6857,0.0,0.0,0.281,-0.0,0.03718,0.0005,0.0005,1.9048,-0.3557,-0.5,0.0894,0.7979,1.7103,2.3643,-0.0796,-1.1863
CMU_91_91_42_poses_120_jpos,233,4.66,50.0,0.3631,1.4896,0.4222,0.0932,0.6345,3.9758,3.5367,21.9871,2397.3,0.6309,0.0,0.0,0.2403,-0.0,0.03279,0.00021,0.00021,1.2876,-0.3293,-0.5,0.0787,0.6724,1.7748,2.6382,-0.0529,-0.118
CMU_91_91_43_poses_120_jpos,95,1.9,50.0,0.2858,0.7334,0.3381,0.0934,0.7521,2.2061,3.3691,15.0072,2160.67,0.7368,0.0,0.0,0.2316,0.0,0.03577,0.0001,0.0001,3.1579,-0.3795,-0.5,0.1082,0.4971,1.9683,2.8878,-0.052,-0.1509
CMU_91_91_44_poses_120_jpos,141,2.82,50.0,0.1364,0.4721,0.2401,0.0562,0.5198,1.7527,1.5008,12.988,1594.57,0.7163,0.0,0.0,0.2624,0.0,0.03231,0.00059,0.00059,1.4184,-0.3642,-0.5,0.0562,0.3018,1.8711,2.3012,-0.0277,-0.0832
CMU_91_91_45_poses_120_jpos,155,3.1,50.0,0.2973,0.8237,0.5781,0.1483,1.2513,24.7763,5.3385,136.3026,3667.02,0.7613,0.0,0.0,0.1806,-0.0,0.05502,0.00052,0.00052,1.9355,-0.3881,-0.5,0.1102,1.0416,1.7687,2.2,-0.0243,-0.0722
CMU_91_91_46_poses_120_jpos,134,2.68,50.0,0.2055,0.6678,0.4112,0.1009,0.7534,2.5745,2.9592,16.3463,2440.74,0.6493,0.0,0.0,0.3134,-0.0,0.03084,0.00076,0.00076,1.4925,-0.3343,-0.5,0.0692,0.4181,1.9275,3.0442,-0.0389,-0.1259
CMU_91_91_47_poses_120_jpos,195,3.9,50.0,0.2028,0.7363,0.5453,0.1163,0.7111,2.9488,3.3303,17.4117,2202.9,0.5077,0.0,0.0,0.4872,0.0,0.02105,0.00015,0.00015,0.7692,-0.2666,-0.5,0.0761,0.7098,1.7541,2.9885,-0.0439,-0.1329
CMU_91_91_48_poses_120_jpos,183,3.66,50.0,0.1637,0.7074,0.3109,0.0632,0.5273,2.513,2.2665,13.3628,1602.51,0.5027,0.0,0.0,0.4426,-0.0,0.02115,0.00053,0.00053,1.0929,-0.2655,-0.5,0.0372,0.3147,1.622,2.1246,-0.0354,-0.0915
CMU_91_91_50_poses_120_jpos,276,5.52,50.0,0.1892,0.7482,0.5866,0.1277,1.2776,30.99,3.9974,143.99,2694.72,0.6304,0.0,0.0,0.337,-0.0,0.042,0.00016,0.00016,0.9058,-0.3338,-0.5,0.0797,0.8618,1.581,2.5248,-0.0771,-0.3497
CMU_91_91_51_poses_120_jpos,202,4.04,50.0,0.273,1.1048,0.4794,0.0983,0.6992,2.5221,3.4862,19.2137,2404.18,0.4554,0.0,0.0,0.4901,0.0,0.01313,2e-05,2e-05,1.4851,-0.2483,-0.5,0.075,1.1005,1.9028,3.5683,-0.0513,-0.1945
CMU_91_91_52_poses_120_jpos,212,4.24,50.0,0.0357,0.1105,0.2505,0.0408,0.4145,2.9762,1.4257,12.2443,1547.3,0.2642,0.0,0.0,0.7028,-0.0,0.00404,0.0001,0.0001,1.8868,-0.1538,-0.5,0.0258,0.2847,1.7046,2.2545,-0.0405,-0.2356
CMU_91_91_53_poses_120_jpos,231,4.62,50.0,0.0536,0.1724,0.3002,0.052,0.6921,4.0256,1.789,14.8984,1537.26,0.2684,0.0,0.0,0.7056,0.0,0.01145,0.00031,0.00031,0.8658,-0.1512,-0.5,0.0367,0.6491,1.6739,2.887,-0.0318,-0.1174
CMU_91_91_54_poses_120_jpos,283,5.66,50.0,0.0484,0.1659,0.467,0.0796,0.7211,4.3501,2.2457,17.1685,1521.92,0.2933,0.0,0.0,0.7032,0.0,0.00872,0.00026,0.00026,0.53,-0.1711,-0.5,0.0381,0.5197,1.735,3.2278,-0.0426,-0.13
CMU_91_91_55_poses_120_jpos,195,3.9,50.0,0.0686,0.2605,0.5002,0.1064,0.8817,3.799,3.9935,20.6804,2531.46,0.4359,0.0,0.0,0.5385,-0.0,0.0112,0.00013,0.00013,1.0256,-0.233,-0.5,0.0552,1.1033,2.094,3.4023,-0.0416,-0.1751
CMU_91_91_56_poses_120_jpos,208,4.16,50.0,0.0769,0.2373,0.3208,0.0601,0.9741,5.4615,2.6352,15.4131,2629.29,0.3798,0.0,0.0,0.5673,0.0,0.00731,0.00062,0.00062,1.4423,-0.203,-0.5,0.0502,1.1014,1.8712,2.7495,-0.0416,-0.2514
CMU_91_91_57_poses_120_jpos,490,9.8,50.0,0.4361,0.945,0.039,0.0069,0.5748,1.9213,1.4427,6.3714,996.73,0.3408,0.0,0.0,0.2531,0.0,0.016,0.00166,0.00166,2.8571,-0.211,-0.5,0.0647,0.1718,1.1658,1.3778,-0.0698,-0.3402
CMU_91_91_58_poses_120_jpos,205,4.1,50.0,0.0913,0.3478,0.3639,0.07,1.0826,4.9613,3.4971,16.5949,2811.69,0.3854,0.0,0.0,0.5756,-0.0,0.00861,0.00034,0.00034,1.4634,-0.2082,-0.5,0.0487,0.7073,2.0525,3.2544,-0.0393,-0.2493
CMU_91_91_59_poses_120_jpos,130,2.6,50.0,0.1787,0.4912,0.3036,0.07,1.821,5.8484,3.2066,16.253,3396.63,0.5308,0.0,0.0,0.0462,0.0,0.02157,0.00024,0.00024,3.8462,-0.2853,-0.5,0.1093,1.6444,2.1298,3.0972,-0.0616,-0.2744
CMU_91_91_60_poses_120_jpos,153,3.06,50.0,0.1127,0.3434,0.3086,0.0649,1.6641,6.3211,2.8331,15.2598,2773.59,0.4379,0.0,0.0,0.4314,-0.0,0.01675,0.00025,0.00025,2.2876,-0.2377,-0.5,0.0845,1.5196,2.0542,2.6148,-0.0429,-0.1723
CMU_91_91_61_poses_120_jpos,151,3.02,50.0,0.1035,0.2952,0.3502,0.0782,1.623,6.1002,3.1033,16.0468,2622.59,0.4901,0.0,0.0,0.4371,0.0,0.01973,0.0003,0.0003,1.6556,-0.2524,-0.5,0.0775,1.911,2.0734,2.7184,-0.0352,-0.1528
CMU_91_91_62_poses_120_jpos,770,15.4,50.0,0.7022,1.0034,0.0366,0.007,0.8011,2.3535,1.9397,6.8694,1353.81,0.4351,0.0,0.0,0.1532,-0.0,0.01904,0.00058,0.00058,4.4156,-0.2772,-0.5,0.1,0.2216,1.1732,1.2706,-0.111,-0.3774
CMU_93_93_01_poses_60_jpos,17,0.34,50.0,0.0108,0.0154,0.0014,0.0004,0.0483,0.0916,0.0953,0.3144,162.15,0.0,0.0,0.0,0.0,0.0,0.00047,1e-05,1e-05,0.0,-0.0948,-0.0957,0.0061,0.0162,1.0094,1.0097,-0.108,-0.115
CMU_93_93_02_poses_60_jpos,1243,24.86,50.0,0.0948,0.3444,0.402,0.0765,0.7301,2.985,1.7868,41.8131,687.8,0.5744,0.0,0.0,0.1054,-5e-05,0.02328,0.00476,0.00476,0.7643,-0.3191,-0.5,0.0449,0.1759,1.1516,1.398,-0.0794,-0.1909
CMU_93_93_03_poses_60_jpos,368,7.36,50.0,0.1306,0.2791,0.0698,0.0145,1.1528,3.1413,2.9497,8.9713,1116.08,0.7473,0.0,0.0,0.0299,-0.0,0.03594,0.00023,0.00023,0.6793,-0.3853,-0.5,0.0944,0.2628,1.4158,1.635,-0.0664,-0.1516
CMU_93_93_04_poses_60_jpos,421,8.42,50.0,0.1463,0.3292,0.0729,0.0151,0.9855,2.7227,2.1079,9.7676,1072.41,0.8646,0.0,0.0,0.0,-0.0,0.0305,0.00277,0.00277,1.1876,-0.4463,-0.5,0.0998,0.2889,1.5529,1.7053,-0.0978,-0.2409
CMU_93_93_05_poses_60_jpos,455,9.1,50.0,0.1183,0.2348,0.0567,0.0125,1.0339,2.7071,2.9472,9.5739,1260.02,0.8791,0.0,0.0,0.0088,0.0,0.03403,0.00117,0.00117,0.4396,-0.4447,-0.5,0.1146,0.3041,1.4412,1.6649,-0.069,-0.202
CMU_93_93_06_poses_60_jpos,335,6.7,50.0,0.3147,0.6205,0.0691,0.0157,1.4802,4.287,1.7651,7.0089,1087.3,0.6776,0.0,0.0,0.0,0.0,0.02993,0.00425,0.00425,1.0448,-0.3686,-0.5,0.1043,0.2919,1.2642,1.4827,-0.1009,-0.4208
CMU_93_93_07_poses_60_jpos,196,3.92,50.0,0.9138,1.11,0.0519,0.0129,0.6079,1.1361,2.9905,8.3778,1378.84,0.8724,0.0,0.0,0.0,0.0,0.03452,0.00061,0.00061,0.7653,-0.459,-0.5,0.0849,0.1964,1.2561,1.37,-0.1291,-0.3622
CMU_93_93_08_poses_60_jpos,464,9.28,50.0,0.2413,0.5154,0.0715,0.0145,1.0042,2.3585,2.8292,8.6826,2053.18,0.7026,0.0,0.0,0.0905,0.0,0.03115,0.00421,0.00421,1.9397,-0.3848,-0.5,0.1291,0.5746,1.681,2.0264,-0.0898,-0.4
CMU_94_94_01_poses_120_jpos,1501,30.02,50.0,0.5817,1.4273,0.2603,0.0442,1.8038,28.8488,5.4717,143.99,2420.76,0.946,0.0,0.0,0.002,-0.0006,0.05923,0.02464,0.02464,1.1326,-0.4851,-0.5,0.1815,0.5073,1.4189,2.1349,-0.1424,-0.2923
CMU_94_94_03_poses_120_jpos,1555,31.1,50.0,0.3118,0.7543,0.2261,0.031,1.2661,28.0427,3.6992,143.99,1593.69,0.9486,0.0,0.0,0.0006,-0.00065,0.06384,0.00332,0.00332,0.3215,-0.4803,-0.5,0.1146,0.387,1.3055,1.5491,-0.0891,-0.2658
CMU_94_94_04_poses_120_jpos,1310,26.2,50.0,0.5076,1.4707,0.2236,0.0442,1.9004,29.541,5.7553,143.1708,2364.74,0.8908,0.0,0.0,0.0,-0.00167,0.05396,0.01551,0.01551,1.6412,-0.4648,-0.5,0.1679,0.5373,1.4753,1.9055,-0.257,-2.6837
CMU_94_94_05_poses_120_jpos,2197,43.94,50.0,0.3822,1.0463,0.2476,0.0365,2.1229,18.6429,5.0847,142.5712,2061.28,0.9122,0.0,0.0,0.0,0.00211,0.05124,0.02269,0.02269,1.0469,-0.4707,-0.5,0.1597,0.4833,1.4401,1.7345,-0.1512,-0.4325
CMU_94_94_06_poses_120_jpos,1048,20.96,50.0,0.3718,0.7497,0.1605,0.0304,1.4925,30.0827,4.6748,143.99,1495.44,0.9656,0.0,0.0,0.0,0.00019,0.071,0.02268,0.02268,0.5725,-0.4906,-0.5,0.126,0.4555,1.3016,1.7792,-0.2272,-0.3058
CMU_94_94_07_poses_120_jpos,964,19.28,50.0,0.2594,0.7271,0.4467,0.1013,1.4153,31.2778,3.8266,143.7731,1777.73,0.973,0.0,0.0,0.0,0.00101,0.12647,0.01679,0.01679,0.4149,-0.4983,-0.5,0.1183,0.4694,1.5273,2.1594,-0.5422,-0.6418
CMU_94_94_08_poses_120_jpos,1145,22.9,50.0,0.3977,0.7424,0.1289,0.0216,1.178,19.6262,2.3252,143.99,2069.63,0.7607,0.0,0.0,0.0035,-0.00188,0.02953,0.02487,0.02487,2.8384,-0.4036,-0.5,0.1155,0.2952,1.1783,1.414,-0.1402,-2.2756
CMU_94_94_09_poses_120_jpos,1656,33.12,50.0,0.1727,0.3471,0.1338,0.0244,1.2052,4.2186,1.9587,39.5376,1412.95,0.7174,0.0,0.0,0.0139,-0.00018,0.02822,0.00464,0.00464,2.657,-0.4027,-0.5,0.0939,0.2431,1.2329,1.4457,-0.1521,-0.8659
CMU_94_94_12_poses_120_jpos,1875,37.5,50.0,0.4612,1.1927,0.2397,0.04,1.6973,30.3096,5.6233,143.9724,3501.26,0.9573,0.0,0.0,0.0032,-0.0005,0.05792,0.02439,0.02439,0.7733,-0.4884,-0.5,0.1764,0.554,1.4227,1.8843,-0.2678,-0.7187
CMU_94_94_13_poses_120_jpos,831,16.62,50.0,0.1858,0.7167,0.1394,0.0331,1.1207,25.7773,3.6246,143.99,1307.29,0.9182,0.0,0.0,0.0,-0.00013,0.05914,0.01268,0.01268,0.9627,-0.4776,-0.5,0.0874,0.3774,1.314,1.8011,-0.4428,-8.2492
CMU_94_94_15_poses_120_jpos,921,18.42,50.0,0.9715,1.9762,0.2094,0.0483,2.0739,6.0787,6.1172,15.9239,2197.44,0.924,0.0,0.0,0.0,-0.00011,0.05224,0.01951,0.01951,0.76,-0.473,-0.5,0.1814,0.6298,1.5251,1.8478,-0.1809,-0.8929
CMU_94_94_16_poses_120_jpos,846,16.92,50.0,0.1047,0.3162,0.2577,0.0627,0.7164,8.6447,2.0491,136.4253,485.88,0.4125,0.0,0.0,0.117,-0.00017,0.01638,0.00153,0.00153,1.0047,-0.2643,-0.5,0.0484,0.1571,1.0972,1.2987,-0.1115,-0.5404
CNRS_283_-01_L_1,335,6.7,50.0,1.1274,1.4591,0.1445,0.0335,0.8192,2.0694,3.0302,40.0941,2628.54,0.9642,0.0,0.0,0.0,0.0,0.07441,0.00765,0.00765,0.1493,-0.4915,-0.5,0.1499,0.4018,1.3608,1.816,-0.3911,-0.8033
CNRS_283_-01_L_2,244,4.88,50.0,1.4267,1.7175,0.1398,0.0344,0.899,1.6091,3.5343,10.1938,2434.84,0.8566,0.0,0.0,0.0,0.0,0.06113,0.00093,0.00093,2.2541,-0.4569,-0.5,0.175,0.3198,1.4985,1.6152,-0.1824,-0.5087
CNRS_283_-01_R_1,260,5.2,50.0,1.4029,1.7183,0.1393,0.0376,0.9074,1.8354,3.467,9.3508,2505.9,0.9192,0.0,0.0,0.0,0.0,0.06848,0.00101,0.00101,0.5769,-0.4741,-0.5,0.1918,0.3622,1.4748,1.6411,-0.2588,-0.7184
CNRS_283_-01_R_2,320,6.4,50.0,1.1272,1.4345,0.1408,0.0333,0.8623,1.744,3.0095,14.9296,2205.21,0.8938,0.0,0.0,0.0031,0.0,0.05632,0.00064,0.00064,0.625,-0.4658,-0.5,0.1433,0.2971,1.327,1.5812,-0.1694,-0.4495
CNRS_283_-03_L_1,290,5.8,50.0,1.2973,1.632,0.1441,0.038,0.8433,1.9666,3.4329,14.4541,2531.82,0.8897,0.0,0.0,0.0,0.0,0.06365,0.00127,0.00127,0.3448,-0.4675,-0.5,0.1767,0.3405,1.3694,1.5234,-0.2086,-0.4798
CNRS_283_-03_L_2,301,6.02,50.0,1.1188,1.5541,0.1445,0.0341,0.8645,1.6805,3.0304,9.5781,2142.18,0.8439,0.0,0.0,0.0,-0.0,0.04211,0.0024,0.0024,0.9967,-0.4499,-0.5,0.1593,0.3293,1.4246,1.7698,-0.147,-0.4429
CNRS_283_-03_R_1,290,5.8,50.0,1.217,1.5398,0.133,0.032,0.8673,1.5609,3.2014,9.443,2358.57,0.9138,0.0,0.0,0.0,0.0,0.05578,0.01089,0.01089,0.8621,-0.4787,-0.5,0.1657,0.3321,1.3592,1.5533,-0.2519,-0.5001
CNRS_283_-03_R_2,263,5.26,50.0,1.3114,1.594,0.139,0.0349,0.7952,2.3332,3.2335,10.3016,2351.1,0.924,0.0,0.0,0.0,-0.0,0.0649,0.00189,0.00189,0.7605,-0.4763,-0.5,0.1708,0.3374,1.4395,1.5696,-0.1806,-0.3902
CNRS_283_-08_L_1,275,5.5,50.0,1.3955,1.7085,0.1479,0.04,0.8827,1.7652,3.5478,10.1476,2729.08,0.9455,0.0,0.0,0.0,-0.0,0.08607,0.00694,0.00694,0.5455,-0.4857,-0.5,0.1833,0.3493,1.4294,1.6964,-0.2498,-0.4692
CNRS_283_-08_L_2,335,6.7,50.0,1.1184,1.5138,0.1408,0.0314,0.8425,2.3188,3.1008,31.1732,2173.53,0.9284,0.0,0.0,0.0119,0.0,0.05583,0.00223,0.00223,0.7463,-0.474,-0.5,0.1514,0.3169,1.3853,1.5812,-0.1842,-0.5133
CNRS_283_-08_R_1,331,6.62,50.0,1.1077,1.4473,0.1417,0.0332,0.8112,1.8435,2.8693,9.1542,2097.11,0.8912,0.0,0.0,0.003,0.0,0.05336,0.00089,0.00089,1.6616,-0.465,-0.5,0.1434,0.2849,1.41,1.6317,-0.1802,-0.4435
CNRS_283_-08_R_2,331,6.62,50.0,1.1027,1.4283,0.1434,0.0329,0.8428,1.8397,2.9258,11.0449,2372.99,0.9728,0.0,0.0,0.0,-0.0,0.07457,0.00447,0.00447,0.1511,-0.4943,-0.5,0.1458,0.3212,1.3647,1.4807,-0.3049,-0.6176
CNRS_283_-12_L_1,329,6.58,50.0,1.1368,1.5218,0.1587,0.0346,0.8695,2.8836,3.0617,15.4449,2474.31,0.8906,0.0,0.0,0.003,0.0,0.05275,0.0021,0.0021,1.2158,-0.4663,-0.5,0.162,0.4508,1.401,1.7573,-0.3324,-0.896
CNRS_283_-12_L_2,256,5.12,50.0,1.4103,1.7185,0.1454,0.0378,0.9215,2.0603,3.5466,14.2706,2639.74,0.9297,0.0,0.0,0.0,-0.0,0.0806,0.0019,0.0019,0.5859,-0.4804,-0.5,0.1863,0.3692,1.4629,1.5883,-0.1855,-0.5617
CNRS_283_-12_R_1,317,6.34,50.0,1.1418,1.4558,0.1404,0.0329,0.902,4.7921,3.2603,9.8236,2673.99,0.9527,0.0,0.0,0.0,-0.0,0.06982,0.00633,0.00633,1.1041,-0.4868,-0.5,0.144,0.3214,1.4045,2.3555,-0.2994,-0.5406
CNRS_283_-12_R_2,254,5.08,50.0,1.1908,1.4639,0.1164,0.0288,0.829,1.4429,3.0222,9.5927,2015.85,0.9331,0.0,0.0,0.0,-0.0,0.05385,0.00092,0.00092,0.1969,-0.4778,-0.5,0.1651,0.281,1.3727,1.4962,-0.1535,-0.3957
CNRS_283_01_L_1,302,6.04,50.0,1.1579,1.5264,0.1362,0.0313,0.8283,1.5988,3.1747,9.2201,2260.59,0.8543,0.0,0.0,0.0066,0.0,0.04475,0.00094,0.00094,1.8212,-0.4533,-0.5,0.1664,0.3282,1.3699,1.5619,-0.1999,-0.6308
CNRS_283_01_L_2,312,6.24,50.0,1.1317,1.4333,0.1321,0.0317,0.8717,1.6877,2.8952,19.6996,2060.51,0.9167,0.0,0.0,0.0,0.0,0.06136,0.00687,0.00687,0.4808,-0.4757,-0.5,0.1479,0.3274,1.369,1.5516,-0.2342,-0.4968
CNRS_283_01_R_1,325,6.5,50.0,1.1624,1.5272,0.1511,0.0343,0.8487,3.1939,3.1915,25.4101,2444.77,0.9169,0.0,0.0,0.0123,0.0,0.05388,0.00317,0.00317,0.3077,-0.4705,-0.5,0.1714,0.3495,1.3642,1.6002,-0.2557,-0.8937
CNRS_283_01_R_2,327,6.54,50.0,1.0827,1.4099,0.135,0.0316,0.8318,1.7838,2.8179,9.3363,2118.36,0.9083,0.0,0.0,0.0061,0.0,0.05078,0.00211,0.00211,1.0703,-0.4689,-0.5,0.1371,0.293,1.3844,1.6129,-0.162,-0.4294
CNRS_283_03_L_1,342,6.84,50.0,1.1402,1.5574,0.1402,0.032,0.8829,3.384,3.0536,14.7655,2357.6,0.9737,0.0,0.0,0.0,-0.0,0.07412,0.0049,0.0049,0.1462,-0.4938,-0.5,0.1596,0.3636,1.3802,1.6856,-0.3666,-0.5613
CNRS_283_03_L_2,307,6.14,50.0,1.0804,1.4622,0.1371,0.0293,0.8185,2.2993,2.9304,10.4222,1937.71,0.8827,0.0,0.0,0.013,-0.0,0.05064,0.00136,0.00136,1.7915,-0.4596,-0.5,0.1489,0.2987,1.3836,1.5595,-0.2054,-0.9431
CNRS_283_03_R_1,327,6.54,50.0,1.0868,1.4692,0.1482,0.0319,0.9284,2.1016,2.9382,9.851,2684.27,0.8777,0.0,0.0,0.0122,0.0,0.0494,0.00175,0.00175,1.2232,-0.4588,-0.5,0.1494,0.419,1.3908,1.9109,-0.3296,-1.3141
