clip,fps,frames,guard_s,guard_mode,min_seg_s,bin_frames,severity,source_screen_sha256,source_motion_sha256,reducer_sha256,airborne_frac,infeasible_frac,torque_infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m,n_feasible_segments,n_bins,n_bins_eligible,bin_eligible_frac,unsupported_ratio_p95
KIT_513_turn_left03_poses_100_jpos,50.0,317,0.0,symmetric,0.0,50,severe,08e609a6b70aeb33e3d75c99ff400ddb745bbafa7c2e88a98d15a129c03fb9b2,a284e3841e3ff9ecf0c971d47c07aab31a932abbca7e89561cb6d3c7b960a5d6,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.040235222814746216
KIT_167_bend_right04_poses_100_jpos,50.0,258,0.0,symmetric,0.0,50,severe,64dc09fec00a87641d06cce5392ac2d3f2ee3c3ef7aa5645f8a4622ed79b156d,7618ce9d21989f8e27ccdf20fbd4cb382e4849a8c1db61fbaeba6d47a984cba5,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.060673859936066776
KIT_11_WalkInCounterClockwiseCircle02_poses_100_jpos,50.0,382,0.0,symmetric,0.0,50,severe,61cf3d6093955b9cd9a9433e3554deb3a0e391f4412a5cb8334a327c7688415d,347a23a27b7be007bb1489fd4d9eb4ae4334d6c0defff3b0384e16be3c95d13d,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.03908870240779107
KIT_317_step_over_gap05_poses_100_jpos,50.0,232,0.0,symmetric,0.0,50,severe,87b585db3d3dd4c86f973d904b756b6bbaaec4dfdd9be6660abc306cd60750e5,3f86dd8631b6e7768e52856eeaacf3391047d18112857db1043b6a0d4e31bac0,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.045463355870461714
BMLmovi_Subject_18_F_MoSh_Subject_18_F_1_poses_120_jpos,50.0,277,0.0,symmetric,0.0,50,severe,0d377ff8f7875e9092a046abd63dc955e3b0749fdc83bccc0b65abdf31130db4,a3220612b572f97f26d00cb34e5ccd073effde7dadd5c3decf6bb3f601d6fd16,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.08536226603250112
BMLmovi_Subject_72_F_MoSh_Subject_72_F_15_poses_120_jpos,50.0,204,0.0,symmetric,0.0,50,severe,1eec5fd1406c65d50cd428180bec37ac2ba4f0ee5c2e29b8db1bc16c9b954488,20a9e8291545ac6279ead69cff414d8dfbabc454d51a50cf6f7b09c1e8372b6a,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.03598545383963246
KIT_3_kneel_down_with_both_hands08_poses_100_jpos,50.0,288,0.0,symmetric,0.0,50,severe,0bcf3edb386d8348cecfd8b27141c9576839fb531c1ec3e7c48aef889297adcd,0e7e8bc950b32bfbfd92c3883c9db17b0fb8ded2bc0f3b67955fc2d1c8a19495,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.07291666666666667,0.07291666666666667,0.0,0.07291666666666667,0.07291666666666667,0.9270833333333334,1,torque_limited,0.06,2,6,5,0.8333333333333334,1.004642328329144
GRAB_s3_bowl_drink_1,50.0,362,0.0,symmetric,0.0,50,severe,20eeb41dde8495ab2f427141a096b1fa8b5d459cef5a5cd0fb4a8dd95eb96fae,7c83335ea277a9f8b5d3ea9db585093bbd53fe89f50682af4958ae39f9e29843,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.05014115913083877
CMU_35_35_14_poses_120_jpos,50.0,171,0.0,symmetric,0.0,50,severe,e8c173da1205f7cce7fd84e397eeafcaf21785d6eba38248c8ec228025bd116b,8b0e40e8a887a4840f12873100df82f35b9f74a3da5a5ebd103fb45a93a224d9,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,4,4,1.0,0.06481662033986475
KIT_4_WalkInCounterClockwiseCircle03_poses_100_jpos,50.0,392,0.0,symmetric,0.0,50,severe,2eaf38ee01ff7feb00a16652af1413cfe7f28050cc1b5d6f0740e7f6787a9ed2,aec909dc59e2e8a1761f48a67ef23a196b12010497ba05b5ced64c734bddb4ee,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.05364186810674184
GRAB_s3_cylindersmall_pass_1,50.0,353,0.0,symmetric,0.0,50,severe,378abbe6340fce086b6e881b0fae34b9530bbee394e577f2ffdf222fcca4dd02,d846a007dc9d1fa135385af23fc8f48fef0522108251d69698cd4de84b968afd,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.04323146281158902
KIT_441_synchron04_poses_100_jpos,50.0,569,0.0,symmetric,0.0,50,severe,cdcdd9579b2cd4346fdaf116da77b60ebdfc5a9f7b416142f47fbab05cb6e833,9ebf43f5335d3e4089772243dd3f4415555de563f8038ef61e79dfdd3b7545a5,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.08260105448154657,0.050966608084358524,0.0,0.050966608084358524,0.050966608084358524,0.9490333919156415,2,torque_limited,0.06,3,12,10,0.8333333333333334,0.5265433186288497
GRAB_s6_cup_pass_1,50.0,338,0.0,symmetric,0.0,50,severe,159a636b1bdc8f6baa0b9d9c21462af120ff6602ec39551c555b06b87d97bc56,13ea5a7020200726318ba76906c18a1078e8fd4683fc113c128dd3fb6313f1c7,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.022976268955381296
GRAB_s10_cylindersmall_pass_1,50.0,280,0.0,symmetric,0.0,50,severe,3bf37d2cd71f27e181471432289c2d0d2accdca2227c373b98b6baa5d85960bd,12a8031af48ec0b2b01c072bd23adeae0d35cd100330889bf5400f4900488d3e,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.025391605279366836
KIT_6_WalkInClockwiseCircle10_poses_100_jpos,50.0,362,0.0,symmetric,0.0,50,severe,b9f59117507dc6d64804002f9fea2ec6a728c72034e84d68708aa8aac97b0feb,ec690d7686565f017a94ec9f811a88ac0211abbfb8fc10aa8d56560f8b73da58,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.03269876200636101
CMU_62_62_05_poses_60_jpos,50.0,965,0.0,symmetric,0.0,50,severe,e9d8efd838924b66a90c6bfdb4fa64e6cf0e5af558c00d4fe76391bec525adb5,b1c8274af38abbd6290e3305d06b50ccee458ef9c6c1db8235dbfe613ca80aeb,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,20,20,1.0,0.2910633139790153
KIT_425_bend_right06_poses_100_jpos,50.0,359,0.0,symmetric,0.0,50,severe,b0aaabd2d81ecce79cc0c42893d6d4e2e68807657c2fc77d892ffabf08854ecc,7f9e3493d6b010287f43d15d05df03c9a12412ffa9385d8252bef5b05ce5aa82,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.035526845676850376
HUMAN4D_Subject4_Carine_RGB_Bending_S4_01_poses_120_jpos,50.0,1178,0.0,symmetric,0.0,50,severe,b2f51b31dffe66d4c241e3ca8bb1aadf29019421f027ed46a8f0333e8b38fdb6,7e5a8c715f3f2401fd7c4aef3608cf880732fe7638186bc820ca218f90dba89b,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.023769100169779286,0.023769100169779286,0.04159592529711375,0.06536502546689305,0.06536502546689305,0.934634974533107,13,torque_limited,0.06,14,24,11,0.4583333333333333,0.2170745303835093
GRAB_s5_binoculars_see_1,50.0,502,0.0,symmetric,0.0,50,severe,45d8a044f249898bfee66b9a172f0fbb7809df87e10908e6d8f45b1ffe633ac8,78b46af02f6cfb45e79591a6ef241f18ffbdf4a58733e299fac1e16d44ccd7c7,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,11,11,1.0,0.04216137709843088
KIT_167_walking_slow02_poses_100_jpos,50.0,377,0.0,symmetric,0.0,50,severe,6547a2fa7ea0e551a18dab6371326851c26c9d418639ebea6822eab77ec24c47,9e8c196d8424b2c5979946f512a3459c171efc00514bf85b6c3e19a8eeee8095,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.2077800716177928
Eyes_Japan_Dataset_shiono_gesture_etc-10-snip_nail-shiono_poses_120_jpos,50.0,1500,0.0,symmetric,0.0,50,severe,d87654b438ac74a82648b8ae59181b64fffab53c630069ddcfbdd5671c99c8d2,2932ee8378837a04aa115f0e804c1a3db4de619ba912207726c11c56a2d16280,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.058666666666666666,0.058666666666666666,0.0,0.058666666666666666,0.058666666666666666,0.9413333333333334,2,torque_limited,0.06,3,30,26,0.8666666666666667,0.9212826512741247
CMU_107_107_01_poses_60_jpos,50.0,442,0.0,symmetric,0.0,50,severe,6c780ba77e055ae71c2be010194dde1ca013e89a19b030c34e2f6d003d1c09a5,508c946906abe4eec6b1fbd462dd0e7b8089ba6002ec017566b0957e6fac035f,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,9,9,1.0,0.028708870990157072
KIT_3_tennis_forehand_left05_poses_100_jpos,50.0,297,0.0,symmetric,0.0,50,severe,3bc098fd263c02d9f2401c64659893de87a2a770bf9ccd7c58f1ea38e50e8278,55bc5edd87e917cdfd55db816e2e0bc76d1016690121f04c7048f1e3795ebe0f,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.0824271737906959
KIT_378_push_recovery_stand_right08_poses_100_jpos,50.0,226,0.0,symmetric,0.0,50,severe,e63dcfdfe2380de3cae73aa334985b118beec62557800442e6fc3b95590a469e,18f503692443904e55d1c3d393511b506542ed4a6c757b4d38edd06185606d14,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.04424778761061947,0.04424778761061947,0.0,0.04424778761061947,0.04424778761061947,0.9557522123893806,1,torque_limited,0.06,2,5,4,0.8,0.3066559915136054
KIT_9_walking_run01_poses_100_jpos,50.0,241,0.0,symmetric,0.0,50,severe,23ec4bdc4cf175a26c1fe710f1a14b44a4b56d04a6c5fa45e55503834da6e08f,9a1c9040fcd9b2be479257e453ef25b595cdcec0dabb174f40f3eee8b07dd795,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.09049867745566022
KIT_8_RightTurn06_poses_100_jpos,50.0,256,0.0,symmetric,0.0,50,severe,b9697d2be0974fe43a7dc3a5cbd7287135eb0f0bb9db33c7652d697d4778ccd8,0c4cdcdd021afb0df9208743145c9548b3edd491a389d5b3ac1cfd6950283038,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.027287185685532685
CMU_35_35_06_poses_120_jpos,50.0,183,0.0,symmetric,0.0,50,severe,d6ced5fd231e237bf61a1a1a35d885f4bc204e14b0d570773954e5c289e5f4c1,f0798e5814be944c454419575ded1f309a681eedd3f5dba7648d8a042e174213,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,4,4,1.0,0.043659497096852316
KIT_291_cal03_poses_100_jpos,50.0,212,0.0,symmetric,0.0,50,severe,e9db46a67db4c67b762857fc70323d04b9111789df04f2b41e52ca2ebb4d8d8a,8acbd5632eb82a0b727d0dd5edec9fc59326195d134262732a04b0ed05786ff4,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.1695627247192876
KIT_183_step_over_gap05_poses_100_jpos,50.0,259,0.0,symmetric,0.0,50,severe,a502603bda01e51697358f5531f7c44bdc2b45d6360a5c2224acecddc69dd935,be45b554d07db8dd3bce786e2fc1e76b35a311dd5cd733d94547a7fddf92c3fe,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.04674745872625145
KIT_317_bend_right03_poses_100_jpos,50.0,187,0.0,symmetric,0.0,50,severe,9b4c81ce01537703ff31dfc97faf4dfd114a24654aabf6e636fc97c5509dc9d7,6706dcb7907b425551de7b0f6e21f85bf3dd7e832ee5ae50519581bb8042e696,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,4,4,1.0,0.04109129138527274
KIT_572_dance_chacha06_poses_100_jpos,50.0,580,0.0,symmetric,0.0,50,severe,06038368f13c246aa0922b53bc9ab883c7316b14f6c97b13d9a0197948d9f582,9ea3aea9ff9b6a139a36d25b8cf2ec2d3954fe64cc50baa7739cfa811c721f86,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,12,12,1.0,0.12014005171014056
KIT_3_kick_high_right03_poses_100_jpos,50.0,227,0.0,symmetric,0.0,50,severe,0796fc629d36d0310cc1dd20c0cebde2107c0abe5b1e8941f27ab47e0bec68d2,442f7fc4c52dbda9a3741dc94233efdd3ebb277960bb8681ed11a1681209a940,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.1762114537444934,0.1762114537444934,0.0,0.1762114537444934,0.1762114537444934,0.8237885462555066,1,torque_limited,0.06,2,5,4,0.8,1.0104360781189576
KIT_7_WalkInClockwiseCircle06_poses_100_jpos,50.0,366,0.0,symmetric,0.0,50,severe,4d6d49ba734768a0e0c02ffd328331ca3dbea97db0048a55d3f503ece7733d46,d47b13c4fecef9d202020e1826b6d4545206a0225223e90fe6a21848f654f348,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.07299513257614484
KIT_513_turn_left08_poses_100_jpos,50.0,286,0.0,symmetric,0.0,50,severe,8339e3a4445dcfde0dc6f28922c286a2add816fa164786e3abbc77297e30abec,b4a5feba7734d742fcb698c01e56e1f2d642c4bc6459fcd76da8b0ec1968d479,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.04540220811542413
BMLhandball_S06_Novice_Trial_upper_left_right_123_poses_120_jpos,50.0,543,0.0,symmetric,0.0,50,severe,eacf9b7060fd9794995cf00c66ad79d230c112672c92292a991b4d1cd66c161f,cb9480cd4bf6dea788968db7bb08b398ad408ed284e3e6df5b56b051e58874e2,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.05156537753222836,0.06445672191528545,0.0,0.06445672191528545,0.06445672191528545,0.9355432780847146,1,torque_limited,0.06,2,11,9,0.8181818181818182,0.9012567614993008
CMU_35_35_32_poses_120_jpos,50.0,163,0.0,symmetric,0.0,50,severe,056b8a07862cbbf0acd24ec4b6f87ea762c6b03cf4f0ef47ff1649ef82d4a827,1ccc88541d82723016f4e47b5549c987742a8b4bea923409325ac40ebf2a1720,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,4,4,1.0,0.06527522850264682
CMU_64_64_28_poses_120_jpos,50.0,215,0.0,symmetric,0.0,50,severe,892a82de91d20b17d53def77daab6f4d3f519eccab226aac7addcc6a432d0d64,1ca66bdb35461b9b371bd78665ea00bb3d88e8c3fa116880dc5c0af6d6f8becd,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.11648647334664373
CMU_132_132_10_poses_120_jpos,50.0,677,0.0,symmetric,0.0,50,severe,2f030d4152f6161bcd5e2fccf8c799520c1254b9ac3feef84a1fb33cea15e43d,4efcdf57a6f504e8d7388de75e73e76a76fdc33836a45640b68cfaf1d3ca8f87,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,14,14,1.0,0.0520367395370046
KIT_421_push_recovery_back06_poses_100_jpos,50.0,237,0.0,symmetric,0.0,50,severe,5ad0a550fd23ec2e7e87acb2ca518a449e0b670371065e927a84639179c43901,9e8e398f06e42d8552a34d07ec7a276c32ef1e8ec6653e46e4f31cdf0e5a1978,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.13409702679747484
BMLmovi_Subject_85_F_MoSh_Subject_85_F_4_poses_120_jpos,50.0,347,0.0,symmetric,0.0,50,severe,1cdcafc4d7e182477e612afed53e21e51d389bf825e87ac9de3d117ab2f6c774,e29c07906474e1d23b3a2bd70b0f16c401618748d6fea624f342a1f08ecf0882,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.037024965675271755
GRAB_s10_spheremedium_pick_all,50.0,337,0.0,symmetric,0.0,50,severe,fc685346bc5e270e5df5b0c2729a2bfe7ff4e874119dfab5d361af7c24351f89,c4c7a382401cac9c712cd7a822b65aa470758dc6ea9008645746900b75900b4c,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.036077175472188854
KIT_3_throw_right03_poses_100_jpos,50.0,272,0.0,symmetric,0.0,50,severe,7a5f9d83d56aa9f14a32b449bdee65a9aa4b86b0470cf39820c93eaeafd5a391,b72748c259fe9df5efe8abea97a28ab5f83ef90d2ba070df13f9a1e5b222e321,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.051470588235294115,0.051470588235294115,0.0,0.051470588235294115,0.051470588235294115,0.9485294117647058,1,torque_limited,0.06,2,6,5,0.8333333333333334,0.5823865059169356
ACCAD_MartialArtsWalksTurns_c3d_E16_-_block_right_middle_poses_120_jpos,50.0,125,0.0,symmetric,0.0,50,severe,5422ca0ec6ba31250e842efb8f3a36f6f5a3661b47c043114104922d24ad6e1f,79a566f9438fe90305c04bfffb9df17d7b3843be3ed0a8f6f383a3e306f29e76,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,3,3,1.0,0.07282697624979141
CMU_114_114_04_poses_120_jpos,50.0,373,0.0,symmetric,0.0,50,severe,edd4f3856912d31b14f92ee30d2bbea9935d0333b6e858f52215d822aaf1edef,708d5bf4bd1ada99a2b3f2dd1612325229b22abf959bad25993d59f527df4ecf,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.2359249329758713,0.2359249329758713,0.0,0.2359249329758713,0.2359249329758713,0.7640750670241286,1,torque_limited,0.06,1,8,6,0.75,1.0291778650379846
CMU_136_136_27_poses_120_jpos,50.0,453,0.0,symmetric,0.0,50,severe,ea5be51c6ffd1d005d88cf2cfba7612107dc0bc9aaf51f656aec2919bae41651,bb57ccf348f6c3b7846cf301ffdde3fd539f3539cf00a2630ef0244c0f802c94,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.2141280353200883,0.2163355408388521,0.0,0.2163355408388521,0.2163355408388521,0.7836644591611479,8,torque_limited,0.06,9,10,4,0.4,1.0073481164895584
KIT_513_kick09_poses_100_jpos,50.0,383,0.0,symmetric,0.0,50,severe,bf9dc0add02ec2351386b9f43c1a2fe4b7e651aa7eb460b0e7581e844d358261,2296f2b82c3752e6cd18e5e8c971e6c298a8b1edf0db9017f7d95b709d138d9f,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.04960835509138381,0.04960835509138381,0.0,0.04960835509138381,0.04960835509138381,0.9503916449086162,1,torque_limited,0.06,2,8,7,0.875,0.1651600863565797
GRAB_s3_piggybank_use_1,50.0,343,0.0,symmetric,0.0,50,severe,21859b27c18d419ac9966981ebc4fc4828a2d0a406f680a1b1790e1945b4f8c1,70eaaafad5ae5e9b7dea6779a6ef9640b4ffcb8f42522001a3d670c2ce33ef82,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.04524933872783011
KIT_3_walk_with_left_support02_poses_100_jpos,50.0,377,0.0,symmetric,0.0,50,severe,e8448f6ec45b3987dad7013168919887a6a919b14f2bb6a89ef5a230eb9bd86f,f01614d9066266093d0e56fa2e1204065040036023d5ad84f5cb5d8e65aa84ae,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.2504000568790057
KIT_6_WalkInClockwiseCircle03_1_poses_100_jpos,50.0,357,0.0,symmetric,0.0,50,severe,f153c90e95c5fbbe6c298bce9e677f9bf5fc323941c6eba4d6d32417ff218fe2,2e533e5e826de31e16a39006375af01ae5d5cef8cec239d867559f33bb30408d,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.04109129138527274
KIT_10_WalkInClockwiseCircle09_poses_100_jpos,50.0,330,0.0,symmetric,0.0,50,severe,71bba042fa309c1a096a02085f83afdbc612937ca62fe089952fbca09e742e29,ba6b1839581b0f07d7011a99cf33bbaebdc57b904bce26df21194ca39b4d05a9,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.07752006644892787
Eyes_Japan_Dataset_takiguchi_throw_toss-13-pass_to_right_light-takiguchi_poses_120_jpos,50.0,1199,0.0,symmetric,0.0,50,severe,7504a5ff71ed077a54dc7048bf878f688ea9de4af2ada355b216438142b54ad2,a406f3d967834576e60dd20c24c7eea0e15dbec322893b8ba42008e8e7036727,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,24,24,1.0,0.1467851859677786
KIT_513_turn_left01_poses_100_jpos,50.0,354,0.0,symmetric,0.0,50,severe,8297bbc8fae7960e473ecccd66d58ed9d118820df7ca97fc471e76bf2d255fb6,d171c16b7c31e7bf69a148044b39eeee0a77ac490e8aa7259440a4b19ae3555a,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.03384528241331615
KIT_359_walking_slow04_poses_100_jpos,50.0,313,0.0,symmetric,0.0,50,severe,9e854a172a3fec2007b0b78c54a178d5af6e2f32efb687bc174bd25acd824c54,94562758f462d05b3db7274e537ecdb51076705778db68661b68ff2d011ccc73,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.038338658146964855,0.038338658146964855,0.0,0.038338658146964855,0.038338658146964855,0.9616613418530351,1,torque_limited,0.06,2,7,6,0.8571428571428571,0.3119758462018773
KIT_675_walk_with_handrail_right07_poses_100_jpos,50.0,191,0.0,symmetric,0.0,50,severe,b133be770e581137b3b060c2261293274dffdbfaa8c9e7d37a59b24b76950d39,385728da8427ef5175dc4b422dc4e63a2546aa6c8a77bededbe4b4d33611ca42,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,4,4,1.0,0.09095728561844227
KIT_3_walking_medium01_poses_100_jpos,50.0,159,0.0,symmetric,0.0,50,severe,de1a6d5a50e1aeefd6e791e046e6540be9d11e92d49a1293e34cfbfd9418a45e,c1b64de665b44a6d80dd10feef6897a6832edecb07423cbd1a3670e428d1dcfd,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,4,4,1.0,0.09199679745408161
GRAB_s6_mug_toast_1,50.0,372,0.0,symmetric,0.0,50,severe,c4fb9b7a912641cb992f02d40a01ce734a748c8903e9666d13aeba80ad6fef85,25bd0cd8c48250b456ffe164910d32b0019997808ae50ccc38821824874df28a,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.022930408139103096
KIT_183_step_over_gap09_poses_100_jpos,50.0,263,0.0,symmetric,0.0,50,severe,6a83eae759ac334062f023ec0b9208db23d0712fe31fe8b0ef5df6bca788d407,1e50fa8f80ee36a3bcd5d8d174590d981868e971b1b9146eb21f60ab030857a8,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.03454848159624867
KIT_572_dance_waltz06_poses_100_jpos,50.0,536,0.0,symmetric,0.0,50,severe,351efee7640ccb9ab6df65e4c064ab1cbca51d7e201960cd6fe772a8684fb785,03f9394233050f0cf3eb4e99c12be43088e4aa8938301e8b5f8caee9a7fbefd5,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,11,11,1.0,0.06764470401035413
