clip,frames,fps,infeasible_frac,severe_frac,n_bins,n_elig_g0,elig_frac_g0,soft_frac_g0,n_elig_g1,elig_frac_g1,soft_frac_g1
GRAB_s7_cubemedium_pick_all,1490,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
GRAB_s7_gamecontroller_pick_all,1023,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
GRAB_s7_lightbulb_pass_1,213,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
GRAB_s7_mouse_use_1,457,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s7_pyramidlarge_inspect_1,404,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s7_spheremedium_inspect_1,323,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s7_wineglass_drink_2,402,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s8_bowl_drink_2,417,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s8_camera_offhand_1,495,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s8_cubelarge_inspect_1,427,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s8_cubelarge_pick_all,1025,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
GRAB_s8_cubesmall_pick_all,700,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
GRAB_s8_cylindersmall_pick_all,792,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
GRAB_s8_doorknob_use_2,503,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s8_fryingpan_cook_2,398,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s8_gamecontroller_pass_1,383,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s8_hammer_use_1,528,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s8_pyramidmedium_pass_1,415,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s8_stanfordbunny_inspect_1,432,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s8_stanfordbunny_pass_1,388,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s8_stanfordbunny_pick_all,838,50.0,0.0,0.0,17,17,1.0,1.0,17,1.0,1.0
GRAB_s8_wineglass_drink_1,428,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s8_wineglass_pick_all,948,50.0,0.0,0.0,19,19,1.0,1.0,19,1.0,1.0
GRAB_s9_alarmclock_pass_1,267,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
GRAB_s9_alarmclock_see_1,338,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s9_cylinderlarge_pick_all,705,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
GRAB_s9_piggybank_use_1,455,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s9_pyramidmedium_inspect_1,256,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
GRAB_s9_spheresmall_pass_1,317,50.0,0.006309148264984227,0.006309148264984227,7,6,0.857143,0.994286,4,0.571429,0.708571
GRAB_s9_torussmall_inspect_1,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
GRAB_s9_wineglass_drink_1,395,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
HUMAN4D_Subject1_2_Aude_INF_TalkingWhispering_S1S2_01_poses_120_jpos,2628,50.0,0.0,0.0,53,53,1.0,1.0,53,1.0,1.0
HUMAN4D_Subject2_Aude_INF_InflightSafety_S2_01_poses_120_jpos,2805,50.0,0.0,0.0,57,57,1.0,1.0,57,1.0,1.0
HUMAN4D_Subject2_Aude_RGB_Talking_S2_01_poses_120_jpos,1010,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
HUMAN4D_Subject3_4_Carine_INF_Dancing_S3S4_01_poses_120_jpos,1012,50.0,0.11857707509881422,0.12944664031620554,21,11,0.52381,0.691429,5,0.238095,0.388571
HUMAN4D_Subject3_4_Carine_RGB_TalkingWhispering_S3S4_01_poses_120_jpos,2571,50.0,0.0,0.0,52,52,1.0,1.0,52,1.0,1.0
HUMAN4D_Subject3_Medhi_INF_InflightSafety_S3_01_poses_120_jpos,2413,50.0,0.036469125569830084,0.036469125569830084,49,46,0.938776,0.964082,44,0.897959,0.923265
HUMAN4D_Subject3_Medhi_RGB_TalkingWalking_S3_01_poses_120_jpos,1224,50.0,0.16666666666666666,0.16666666666666666,25,6,0.24,0.5352,2,0.08,0.1024
HUMAN4D_Subject3_Medhi_RGB_Talking_S3_01_poses_120_jpos,1045,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
HUMAN4D_Subject4_Carine_INF_InflightSafety_S4_02_poses_120_jpos,2797,50.0,0.0003575259206292456,0.0003575259206292456,56,55,0.982143,0.999643,53,0.946429,0.963929
HUMAN4D_Subject4_Carine_RGB_BasketBall_S4_01_poses_120_jpos,863,50.0,0.2688296639629201,0.2688296639629201,18,5,0.277778,0.63,1,0.055556,0.105556
HUMAN4D_Subject4_Carine_RGB_Bending_S4_01_poses_120_jpos,1178,50.0,0.023769100169779286,0.06536502546689305,24,11,0.458333,0.9075,3,0.125,0.1925
HumanEva_S1_Box_1_poses_120_jpos,1143,50.0,0.022747156605424323,0.022747156605424323,23,21,0.913043,0.96087,19,0.826087,0.873913
HumanEva_S1_Gestures_3_poses_120_jpos,887,50.0,0.0,0.0,18,18,1.0,1.0,18,1.0,1.0
HumanEva_S3_Gestures_3_poses_120_jpos,746,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
KIT_10_RightTurn05_poses_100_jpos,314,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_10_WalkInClockwiseCircle09_poses_100_jpos,330,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_10_WalkingStraightBackwards07_poses_100_jpos,252,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_11_WalkInCounterClockwiseCircle02_poses_100_jpos,382,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_11_WalkInCounterClockwiseCircle05_poses_100_jpos,348,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_11_WalkingStraightForwards02_poses_100_jpos,271,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_11_WalkingStraightForwards05_poses_100_jpos,244,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1226_Trial_03_poses_100_jpos,5579,50.0,0.0,0.0,112,112,1.0,1.0,112,1.0,1.0
KIT_1226_Trial_06_poses_100_jpos,399,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_1226_Trial_13_poses_100_jpos,374,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_1226_Trial_19_poses_100_jpos,438,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_1226_Trial_24_poses_100_jpos,385,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_1226_Trial_44_poses_100_jpos,324,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_1226_Trial_67_poses_100_jpos,567,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_1226_Trial_75_poses_100_jpos,537,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_1226_Trial_78_poses_100_jpos,897,50.0,0.0,0.0,18,18,1.0,1.0,18,1.0,1.0
KIT_1229_flexion_with_help_02_poses_100_jpos,430,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_1229_hand_to_mouth_right_arm_03_poses_100_jpos,180,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_1229_in_out_rotation_with_help_03_poses_100_jpos,307,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_1229_supination_with_help_03_poses_100_jpos,320,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_1229_take_book_from_shelf_with_help_02_poses_100_jpos,298,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_1229_take_of_t-shirt_left_arm_05_poses_100_jpos,169,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_1229_take_of_t-shirt_with_help_05_poses_100_jpos,356,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_1229_washing_movement_left_arm_03_poses_100_jpos,199,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_1229_washing_movement_with_help_02_poses_100_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1297_wipe02_poses_100_jpos,767,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
KIT_1297_wipe08_poses_100_jpos,836,50.0,0.0,0.0,17,17,1.0,1.0,17,1.0,1.0
KIT_1297_wipe15_poses_100_jpos,1108,50.0,0.0,0.0,23,23,1.0,1.0,23,1.0,1.0
KIT_12_RightTurn02_poses_100_jpos,462,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_12_RightTurn05_poses_100_jpos,177,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_12_WalkInCounterClockwiseCircle05_poses_100_jpos,378,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_12_WalkInCounterClockwiseCircle08_poses_100_jpos,363,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_12_WalkingStraightBackwards01_poses_100_jpos,300,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_12_WalkingStraightBackwards02_poses_100_jpos,289,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_12_WalkingStraightBackwards10_poses_100_jpos,341,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_167_bend_right01_poses_100_jpos,276,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_167_bend_right04_poses_100_jpos,258,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_167_bend_right09_poses_100_jpos,289,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_167_parkour03_poses_100_jpos,352,50.0,0.005681818181818182,0.005681818181818182,8,7,0.875,0.995,5,0.625,0.745
KIT_167_parkour04_poses_100_jpos,455,50.0,0.041758241758241756,0.041758241758241756,10,7,0.7,0.918,2,0.2,0.374
KIT_167_parkour05_poses_100_jpos,443,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_167_parkour06_poses_100_jpos,435,50.0,0.041379310344827586,0.041379310344827586,9,7,0.777778,0.795556,6,0.666667,0.684444
KIT_167_step_over_gap11_poses_100_jpos,276,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_167_turn_left04_poses_100_jpos,271,50.0,0.014760147601476014,0.014760147601476014,6,5,0.833333,0.986667,3,0.5,0.653333
KIT_167_walking_run08_poses_100_jpos,218,50.0,0.03211009174311927,0.03211009174311927,5,3,0.6,0.796,0,0.0,0.0
KIT_167_walking_run10_poses_100_jpos,244,50.0,0.05737704918032787,0.05737704918032787,5,2,0.4,0.704,0,0.0,0.0
KIT_167_walking_slow02_poses_100_jpos,377,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_167_walking_slow04_poses_100_jpos,325,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_1717_displace_from_left_to_right_21_poses_100_jpos,228,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1717_displace_from_left_to_right_30_poses_100_jpos,244,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1717_displace_from_left_to_right_33_poses_100_jpos,212,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1717_displace_from_left_to_right_39_poses_100_jpos,205,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1717_displace_from_left_to_right_49_poses_100_jpos,261,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_1717_displace_tilt_middle_11_poses_100_jpos,453,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1717_displace_tilt_middle_21_poses_100_jpos,475,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1717_displace_tilt_middle_24_poses_100_jpos,475,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1717_displace_tilt_side_08_poses_100_jpos,464,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1717_displace_tilt_side_26_poses_100_jpos,547,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_1717_displace_tilt_side_42_poses_100_jpos,501,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_1721_RecoveryStepping_30_0_03_poses_100_jpos,237,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1721_RecoveryStepping_50_135_04_poses_100_jpos,236,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_1721_RecoveryStepping_80_0_02_poses_100_jpos,162,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_1747_displace_tilt_middle_12_poses_100_jpos,482,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1747_displace_tilt_middle_23_poses_100_jpos,513,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_1747_displace_tilt_side_02_poses_100_jpos,468,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1747_displace_tilt_side_04_poses_100_jpos,474,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1747_displace_tilt_side_05_poses_100_jpos,480,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1747_displace_tilt_side_21_poses_100_jpos,461,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_1747_displace_tilt_side_24_poses_100_jpos,490,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_183_bend_left01_poses_100_jpos,293,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_183_parkour02_poses_100_jpos,664,50.0,0.0030120481927710845,0.0030120481927710845,14,13,0.928571,0.997143,11,0.785714,0.802857
KIT_183_step_over_gap05_poses_100_jpos,259,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_183_step_over_gap09_poses_100_jpos,263,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_183_turn_right08_poses_100_jpos,240,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_183_walking_run02_poses_100_jpos,210,50.0,0.17142857142857143,0.17142857142857143,5,3,0.6,0.74,0,0.0,0.0
KIT_183_walking_run06_poses_100_jpos,183,50.0,0.04918032786885246,0.04918032786885246,4,1,0.25,0.49,0,0.0,0.0
KIT_183_walking_run07_poses_100_jpos,191,50.0,0.23036649214659685,0.23036649214659685,4,2,0.5,0.585,0,0.0,0.0
KIT_183_walking_slow02_poses_100_jpos,367,50.0,0.07629427792915532,0.07629427792915532,8,3,0.375,0.93,0,0.0,0.0
KIT_200_Kniebeuge01_poses_100_jpos,374,50.0,0.3502673796791444,0.3502673796791444,8,3,0.375,0.6725,1,0.125,0.195
KIT_200_Kniebeuge04_poses_100_jpos,218,50.0,0.3211009174311927,0.3211009174311927,5,3,0.6,0.72,0,0.0,0.0
KIT_200_Kniebeuge06_poses_100_jpos,220,50.0,0.29545454545454547,0.29545454545454547,5,3,0.6,0.74,0,0.0,0.0
KIT_205_walking_slow02_poses_100_jpos,323,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_205_walking_slow07_poses_100_jpos,283,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_291_cal03_poses_100_jpos,212,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_291_push_recovery_back05_poses_100_jpos,375,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_291_push_recovery_back07_poses_100_jpos,282,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_291_push_recovery_left07_poses_100_jpos,311,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_291_push_recovery_right03_poses_100_jpos,283,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_291_push_recovery_stand_left01_poses_100_jpos,249,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_291_push_recovery_stand_right02_poses_100_jpos,227,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_291_walk_like_an_egyptian01_poses_100_jpos,172,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_314_bend_left01_poses_100_jpos,188,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_314_go_over_beam01_poses_100_jpos,543,50.0,0.3683241252302026,0.3683241252302026,11,6,0.545455,0.636364,4,0.363636,0.454545
KIT_314_turn_left04_poses_100_jpos,216,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_314_turn_right10_poses_100_jpos,220,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_314_walking_fast05_poses_100_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_314_walking_medium03_poses_100_jpos,349,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_314_walking_run04_poses_100_jpos,192,50.0,0.057291666666666664,0.057291666666666664,4,2,0.5,0.795,0,0.0,0.0
KIT_317_bend_left01_poses_100_jpos,164,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_317_bend_right03_poses_100_jpos,187,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_317_bend_right08_poses_100_jpos,179,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_317_go_over_beam06_poses_100_jpos,292,50.0,0.4623287671232877,0.4623287671232877,6,2,0.333333,0.55,0,0.0,0.0
KIT_317_go_over_beam08_poses_100_jpos,309,50.0,0.4563106796116505,0.4563106796116505,7,3,0.428571,0.597143,0,0.0,0.0
KIT_317_step_over_gap05_poses_100_jpos,232,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_317_turn_right05_poses_100_jpos,237,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_317_walking_fast09_poses_100_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_317_walking_medium07_poses_100_jpos,182,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_317_walking_run03_poses_100_jpos,174,50.0,0.028735632183908046,0.028735632183908046,4,3,0.75,0.975,0,0.0,0.0
KIT_317_walking_run09_poses_100_jpos,200,50.0,0.03,0.03,4,2,0.5,0.97,0,0.0,0.0
KIT_348_bend_left08_poses_100_jpos,256,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_348_bend_right04_poses_100_jpos,252,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_348_parkour01_poses_100_jpos,606,50.0,0.0016501650165016502,0.0016501650165016502,13,12,0.923077,0.998462,10,0.769231,0.844615
KIT_348_parkour05_poses_100_jpos,523,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_348_turn_left05_poses_100_jpos,309,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_348_turn_left06_poses_100_jpos,317,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_348_walking_slow08_poses_100_jpos,294,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_359_bend_left06_poses_100_jpos,210,50.0,0.06666666666666667,0.06666666666666667,5,3,0.6,0.944,0,0.0,0.0
KIT_359_go_over_beam02_poses_100_jpos,428,50.0,0.45093457943925236,0.45093457943925236,9,5,0.555556,0.571111,2,0.222222,0.226667
KIT_359_go_over_beam03_poses_100_jpos,475,50.0,0.40421052631578946,0.40421052631578946,10,5,0.5,0.616,3,0.3,0.416
KIT_359_turn_left02_poses_100_jpos,252,50.0,0.05952380952380952,0.05952380952380952,6,3,0.5,0.95,1,0.166667,0.226667
KIT_359_turn_right03_poses_100_jpos,286,50.0,0.08391608391608392,0.08391608391608392,6,3,0.5,0.876667,1,0.166667,0.196667
KIT_359_turn_right08_poses_100_jpos,274,50.0,0.072992700729927,0.072992700729927,6,4,0.666667,0.933333,1,0.166667,0.266667
KIT_359_walking_fast01_poses_100_jpos,188,50.0,0.11170212765957446,0.11170212765957446,4,1,0.25,0.28,0,0.0,0.0
KIT_359_walking_medium10_poses_100_jpos,258,50.0,0.031007751937984496,0.031007751937984496,6,5,0.833333,0.973333,3,0.5,0.64
KIT_359_walking_slow04_poses_100_jpos,313,50.0,0.038338658146964855,0.038338658146964855,7,6,0.857143,0.965714,4,0.571429,0.625714
KIT_359_walking_slow06_poses_100_jpos,267,50.0,0.0299625468164794,0.0299625468164794,6,5,0.833333,0.89,4,0.666667,0.723333
KIT_378_push_recovery_front04_poses_100_jpos,350,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_378_push_recovery_right05_poses_100_jpos,325,50.0,0.043076923076923075,0.043076923076923075,7,5,0.714286,0.928571,3,0.428571,0.531429
KIT_378_push_recovery_stand_left01_poses_100_jpos,186,50.0,0.08064516129032258,0.08064516129032258,4,2,0.5,0.92,0,0.0,0.0
KIT_378_push_recovery_stand_right08_poses_100_jpos,226,50.0,0.04424778761061947,0.04424778761061947,5,4,0.8,0.96,2,0.4,0.56
KIT_379_push_recovery_back10_poses_100_jpos,200,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_379_push_recovery_front01_poses_100_jpos,200,50.0,0.01,0.01,4,3,0.75,0.99,1,0.25,0.28
KIT_379_push_recovery_front06_poses_100_jpos,300,50.0,0.01,0.01,6,5,0.833333,0.99,3,0.5,0.656667
KIT_379_push_recovery_left08_poses_100_jpos,288,50.0,0.07291666666666667,0.07291666666666667,6,5,0.833333,0.92,3,0.5,0.586667
KIT_379_push_recovery_stand_back06_poses_100_jpos,138,50.0,0.0,0.0,3,3,1.0,1.0,3,1.0,1.0
KIT_379_push_recovery_stand_left10_poses_100_jpos,138,50.0,0.007246376811594203,0.007246376811594203,3,2,0.666667,0.72,0,0.0,0.0
KIT_379_push_recovery_stand_right01_poses_100_jpos,275,50.0,0.05454545454545454,0.05454545454545454,6,4,0.666667,0.79,3,0.5,0.623333
KIT_379_push_recovery_stand_right07_poses_100_jpos,175,50.0,0.02857142857142857,0.02857142857142857,4,2,0.5,0.95,0,0.0,0.0
KIT_3_Drinking09_poses_100_jpos,399,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_3_balancing01_poses_100_jpos,559,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_3_bend_left05_poses_100_jpos,329,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_3_bend_left08_poses_100_jpos,350,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_3_bend_right05_poses_100_jpos,257,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_bow_slight02_poses_100_jpos,225,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_3_bow_slight03_poses_100_jpos,273,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_go_over_beam01_poses_100_jpos,518,50.0,0.3436293436293436,0.3436293436293436,11,7,0.636364,0.676364,5,0.454545,0.494545
KIT_3_golf_drive01_poses_100_jpos,315,50.0,0.015873015873015872,0.022222222222222223,7,6,0.857143,0.98,4,0.571429,0.694286
KIT_3_inspect_shoe_sole07_poses_100_jpos,459,50.0,0.08714596949891068,0.08714596949891068,10,7,0.7,0.92,5,0.5,0.62
KIT_3_jump_left05_poses_100_jpos,218,50.0,0.027522935779816515,0.027522935779816515,5,3,0.6,0.74,2,0.4,0.54
KIT_3_jump_up04_poses_100_jpos,291,50.0,0.01718213058419244,0.01718213058419244,6,5,0.833333,0.93,3,0.5,0.596667
KIT_3_kick_high_right03_poses_100_jpos,227,50.0,0.1762114537444934,0.1762114537444934,5,4,0.8,0.84,2,0.4,0.436
KIT_3_kneel_down_with_both_hands08_poses_100_jpos,288,50.0,0.07291666666666667,0.07291666666666667,6,5,0.833333,0.93,3,0.5,0.5
KIT_3_kneel_down_with_left_hand04_poses_100_jpos,453,50.0,0.037527593818984545,0.037527593818984545,10,9,0.9,0.966,7,0.7,0.766
KIT_3_kneel_down_with_stool_left_hand08_poses_100_jpos,248,50.0,0.0967741935483871,0.0967741935483871,5,4,0.8,0.904,2,0.4,0.504
KIT_3_kneel_down_with_stool_right_hand04_poses_100_jpos,325,50.0,0.05846153846153846,0.05846153846153846,7,6,0.857143,0.945714,4,0.571429,0.66
KIT_3_kneel_up_from_crawl02_poses_100_jpos,223,50.0,0.026905829596412557,0.026905829596412557,5,4,0.8,0.976,2,0.4,0.46
KIT_3_kneel_up_with_left_hand05_poses_100_jpos,193,50.0,0.03626943005181347,0.03626943005181347,4,3,0.75,0.965,1,0.25,0.355
KIT_3_lean_on_table01_poses_100_jpos,353,50.0,0.08781869688385269,0.08781869688385269,8,6,0.75,0.9225,3,0.375,0.44
KIT_3_lean_over_table05_poses_100_jpos,551,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_3_lean_over_table14_poses_100_jpos,489,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_3_parkour05_poses_100_jpos,722,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
KIT_3_push_from_the_left_side09_poses_100_jpos,244,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_3_seesaw01_poses_100_jpos,287,50.0,0.08362369337979095,0.08362369337979095,6,5,0.833333,0.92,3,0.5,0.586667
KIT_3_seesaw_backwards07_poses_100_jpos,674,50.0,0.2433234421364985,0.2433234421364985,14,10,0.714286,0.747143,8,0.571429,0.604286
KIT_3_squat05_poses_100_jpos,275,50.0,0.2581818181818182,0.2581818181818182,6,4,0.666667,0.763333,2,0.333333,0.366667
KIT_3_step_over_gap02_poses_100_jpos,280,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_stomp_right02_poses_100_jpos,258,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_stomp_right04_poses_100_jpos,229,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_3_tennis_forehand_left05_poses_100_jpos,297,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_tennis_smash_right05_poses_100_jpos,295,50.0,0.04406779661016949,0.04406779661016949,6,4,0.666667,0.91,2,0.333333,0.493333
KIT_3_throw_left02_poses_100_jpos,238,50.0,0.02100840336134454,0.02100840336134454,5,4,0.8,0.964,2,0.4,0.452
KIT_3_throw_right03_poses_100_jpos,272,50.0,0.051470588235294115,0.051470588235294115,6,5,0.833333,0.953333,3,0.5,0.54
